_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2690,173229412,18035970,5,2018-02-24T14:45:00,"5500 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,BURGLARY,3502 Burglary.,1402,,,-79.9319020415588,40.4490339249236
2691,173230516,18035958,0,2018-02-24T15:13:00,"Butler St & Baker St Pittsburgh, PA 15201",N,Morningside,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1014,,,-79.9201957032671,40.4874921170312
2692,173230692,18035414,5,2018-02-23T19:40:00,"1700 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,BURGLARY,3502 Burglary.,1014,,,-79.9275864403996,40.4847818677267
2693,-2771000373,18036044,0,2018-02-24T17:39:00,"1000 Block Pa Rt 28 Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): Non reportable accident,2304,,,-80.0201636670123,40.4552457607082
2694,173231868,18035995,10,2018-02-24T16:26:00,"70 Block S 26th St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1609,,,-79.9686166658301,40.4268096911152
2695,-3011003448,18047451,6,2018-03-13T22:45:00,"5200 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1515,,,-79.9431826595046,40.4059346551533
2696,174292081,18047466,0,2018-03-14T00:18:00,"1200 Block Western  Ave Pittsburgh, PA 15233",Y,Chateau,1,99,9093 Indirect Criminal Contempt,2108,,,-80.0219651402612,40.451209746298
2697,174295866,18047530,10,2018-03-14T03:56:00,"1200 Block Hollywood St Pittsburgh, PA 15205",Y,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault.,2815,,,-80.0540329234145,40.4428036234007
2698,174305440,18047568,0,2018-03-13T11:00:00,"2200 Block E Carson   (Carnegie Libray) St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): Lost Property,1609,,,-79.9744537697914,40.4282268115174
2699,174309317,18047592,99,2018-03-14T08:30:00,"200 Block Orchard Pl Pittsburgh, PA 15210",N,Knoxville,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3001,,,-79.9907638680732,40.4180086735601
2700,174310092,18047595,11,2018-03-01T17:00:00,"600 Block Becks Run Rd Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2902,,,-79.9639903130677,40.4092341688964
2701,174318391,18047711,27,2018-03-14T07:30:00,"English Ln Pittsburgh, PA 15217",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,403,,,-79.9147848833632,40.4295684286677
2702,174323437,18047703,27,2018-03-14T12:00:00,"Brownsville Rd & Maytide St Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2904,,,-79.9778788570251,40.3844718587172
2703,174345373,18047902,10,2018-03-14T17:15:00,"3000 Block Wadlow St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709 Harassment (Non-Specific),2715,,,-80.0292818070525,40.4719875516143
2704,174360002,18048097,5,2018-03-14T23:19:00,"1500 Block Garfield Ave Pittsburgh, PA 15212",N,Central North Side,1,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 3304 Criminal Mischief.,2503,,,-80.0121355436964,40.4574454635429
2705,174360500,18048100,99,2018-03-15T00:01:00,"700 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,-80.0002209657227,40.4431826378812
2706,174360858,18048094,0,2018-03-14T23:25:00,"200 Block Albert St Pittsburgh, PA 15211",Y,Mount Washington,3,99,627.02(b)(i) Possessing a small amount of marijuana,1915,,,-80.0081961065536,40.4227358022487
2707,172582326,18028619,99,2018-02-14T08:20:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,,,-79.9963009852286,40.4346965877756
2708,172602626,18028764,0,2018-02-14T12:40:00,"300 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Allentown,3,99,3503(a) Criminal Trespass,1803,,,-79.9975119781763,40.4198724038702
2763,172636461,18029155,0,2018-02-15T00:45:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,9093 Indirect Criminal Contempt,201,,,-79.9963009852286,40.4346965877756
2709,172623139,18028970,11,2018-02-14T17:00:00,"1800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1702,,,-79.9802657993959,40.4284788737882
2710,-3093000364,18043378,6,2018-03-07T14:21:00,"5900 Block Penn Cir S Pittsburgh, PA 15206",N,East Liberty,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,,,-79.9267842604501,40.4616308068523
2711,-3190001283,18043379,99,2018-03-07T15:22:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,,,-79.9974055086456,40.44152525429
2712,173920836,18043340,6,2018-03-07T14:30:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-80.0034770507499,40.4412345717059
2713,173923594,18043376,6,2018-03-07T14:55:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,,,-79.949277413781,40.4525512540161
2714,173941424,18043491,11,2018-03-06T16:00:00,"7300 Block Joshua St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CREDIT CARDS,4106 Access Device Fraud,1202,,,-79.8924052550829,40.4695490691546
2715,173941538,18043384,11,2018-03-03T03:00:00,"1400 Block Oberlin St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CREDIT CARDS,4106 Access Device Fraud,1202,,,-79.8899540429967,40.4637327205649
2716,173946526,18043613,99,2018-03-07T22:54:00,"100 Block Overbeck St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,,,-79.9971901479293,40.4651063874638
2717,173970713,18043801,0,2018-03-08T08:49:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): EQT Building Evacuated due to smoke investigation/power outage.,201,,,-80.0016204506435,40.4417729848127
2718,173976098,18043812,10,2018-02-27T08:00:00,"2000 Block Walton Ave Pittsburgh, PA 15210",N,Overbrook,3,SIMPLE ASSAULT,2701 Simple Assault.,3204,,,-79.9945428112373,40.3931893884275
2719,172774109,18030413,24,2018-02-16T17:31:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 601.12 Interference with Official Duties,1115,,,-79.9227167898028,40.460594319901
2720,172774302,18030708,27,2018-02-17T02:30:00,"1300 Block River Ave Pittsburgh, PA 15212",Y,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,,,-79.9814595519657,40.4615481706045
2721,172776021,18030777,10,2018-02-17T04:48:00,Zone 3,N,,3,SIMPLE ASSAULT,2701 Simple Assault. / 3126(a)(2) Indecent assault by forcible compulsion / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,,,,
2722,172793537,18030905,6,2018-02-17T11:40:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",507,,,-79.9497375368017,40.450178046578
2723,172798919,18031053,99,2018-02-17T16:39:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,-80.0016185482135,40.4388087839843
2724,-2821022681,18031013,27,2018-02-17T15:15:00,"4400 Block plummer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,,,-79.9611682273745,40.4729929774214
2725,172802139,18031098,18,2018-02-17T17:48:00,"S 18th St & Pius St Pittsburgh, PA 15203",Y,South Side Slopes,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3111 Obedience to Traffic-Control Devices.,1706,,,-79.9776925481844,40.4238267524734
2726,172802719,18031067,29,2018-02-16T18:30:00,"2400 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1408,,,-79.9206335695884,40.4300280919676
2727,172807523,18031182,5,2018-02-17T20:00:00,"1700 Block Mt Joseph St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,,,-79.991345989113,40.3975922755354
2728,174064558,18044516,6,2018-03-09T06:45:00,"50 Block Holt St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,,,-79.9717519638332,40.4220475912052
2729,174075798,18044620,5,2018-03-09T15:30:00,"1500 Block Whitewood Dr Pittsburgh, PA 15220",N,Crafton Heights,6,BURGLARY,3502 Burglary.,2815,,,-80.049535633735,40.4399616314339
2730,174075861,18044619,10,2018-03-09T15:45:00,"10 Block Grape St Pittsburgh, PA 15210",N,Knoxville,3,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3001,,,-79.9891213044724,40.4140262280517
2731,174075975,18044599,0,2018-03-09T15:12:00,"1200 Block Mutual St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): Knife wound,2022,,,-80.063518758021,40.4526820741091
2732,-2931002055,18044682,10,2018-03-09T17:16:00,"Frankstown Ave & N Braddock Ave Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1302,,,-79.8900208762412,40.4559575704951
2733,174081723,18044756,27,2018-03-01T19:32:00,"2700 Block Pitler St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,,,-80.0341947167732,40.4683244223709
2734,174083721,18044826,27,2018-03-09T21:26:00,"2700 Block Shiras Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1920,,,-80.0303293587986,40.4039688746683
2735,172613418,18028842,10,2018-02-14T15:00:00,"4500 Block Carroll St Pittsburgh, PA 15224",Y,Bloomfield,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701 Simple Assault.,903,,,-79.9512566456898,40.4652381805049
2736,172629851,18028999,15,2018-02-14T19:57:00,"3400 Block W Prospect Ave Pittsburgh, PA 15205",Y,Fairywood,6,PROHIBITED OFFENSIVE WEAPONS,908 Prohibited Offensive Weapons. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 907 Possessing Instruments of Crime.,2808,,,-80.0804278745645,40.4468207186248
2737,172637142,18029152,10,2018-02-15T01:25:00,"6200 Block Kalida Dr Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,,,-79.9204157203274,40.4641369064387
2738,173276908,18036925,6,2018-02-26T02:13:00,"100 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1914,,,-80.0073314666931,40.4295302038814
2739,173301751,18033492,26,2018-02-21T08:35:00,"N Braddock Ave & Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,FAILURE TO PREVENT CATASTROPHE,3303 Overtaking Vehicle on the Left. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 1312 Notice of Change of Name or Address. / 3742.1 Accident Involv. Death/Inj. While not Licensed / 1311 Registration Card to be Signed and Exhibited on Demand.,1405,,,-79.8951617018695,40.4471326898069
2740,173466553,18038464,18,2018-02-28T08:52:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,2304,,,-79.9986763529192,40.4522108528512
2741,173511423,18038722,0,2018-02-28T16:00:00,"2900 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): fall,1609,,,-79.9636433883965,40.4262425233619
2742,173516018,18038868,6,2018-02-28T19:00:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2904,,,-79.9788010618009,40.385442305757
2743,173598204,18039466,6,2018-03-01T15:25:00,"5900 Block Centre Ave S Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",705,,,-79.9274088518959,40.4591906034404
2744,173682119,18033492,26,2018-02-21T08:35:00,"N Braddock Ave & Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,FAILURE TO PREVENT CATASTROPHE,3303 Overtaking Vehicle on the Left. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 1312 Notice of Change of Name or Address. / 3742.1 Accident Involv. Death/Inj. While not Licensed / 1311 Registration Card to be Signed and Exhibited on Demand.,1405,,,-79.8951617018695,40.4471326898069
2745,-3097000127,18042612,27,2018-03-05T06:00:00,"Lemington Ave & Westmoreland St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1202,,,-79.8937552489015,40.4669436276543
2746,174105736,18045425,27,2018-03-10T19:02:00,"1200 Block Earlham St Pittsburgh, PA 15205",N,Crafton Heights,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2815,,,-80.0550378278868,40.4411144147159
2747,173233003,18036054,18,2018-02-24T18:04:00,"Watson St & Moultrie St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 3353 Prohibitions in Specified Places.,103,,,-79.974469325608,40.437603108062
2748,173233554,18036076,99,2018-02-24T18:41:00,"2400 Block Toner St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2704,,,-80.0318943055691,40.465963701173
2749,173236283,18036118,18,2018-02-24T19:58:00,"N Homewood Ave & Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,1302,,,-79.89629785708,40.4573966844558
2750,-2803000233,18036389,14,2018-02-25T04:39:00,"6300 Block Shetland St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1204,,,-79.9112209519382,40.4652125712361
2751,173244335,18036338,6,2018-02-25T02:15:00,"1700 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Carrick,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2901,,,-79.998465431863,40.3960468755476
2752,173244818,18036350,21,2018-02-25T06:30:00,"Frankstown Ave & Wilkinsburg Ave Pittsburgh, PA 15221",Y,East Hills,5,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment,1306,,,-79.8758788177414,40.4581474506597
2753,173253306,18036270,17,2018-02-25T00:49:00,Zone 3,Y,,3,INDECENT EXPOSURE,"3127 Indecent Exposure. / 5901 Open Lewdness. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place / 601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material",,,,,
2754,173254651,18036240,0,2018-02-25T00:05:00,"Carey Way & S 17th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,,,-79.9820972221208,40.4283802108533
2755,-2771000385,18036670,24,2018-02-25T16:40:00,"Madison Ave & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2304,,,-79.996792124994,40.4541043969741
2756,173258935,18036698,11,2018-02-25T17:00:00,"600 Block S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT BY DECEPTION,3922 Theft by Deception.,703,,,-79.9326086504205,40.4543749650013
2757,174367073,18046976,10,2018-03-13T08:43:00,"1200 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1918,,,-80.0129905961948,40.3919356167794
2758,174370660,18047758,6,2018-03-14T14:00:00,"5600 Block Baum Blvd Pittsburgh, PA 15206",N,Friendship,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3928 Unauthorized Use of Automobile and Other Vehicles.,807,,,-79.935327377456,40.4577089302116
2759,174405079,18048585,18,2018-03-15T17:14:00,"400 Block Avery St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication,2304,,,-80.0013123158919,40.4528070147391
2760,174405624,18032578,10,2018-02-20T01:20:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,509,,,-79.9738073930334,40.4509342567152
2761,174415965,18048619,18,2018-03-15T18:06:00,"Centre Ave & Erin St Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3353 Prohibitions in Specified Places.,501,,,-79.9788992859228,40.4443426042485
2762,172635162,18029107,10,2018-02-14T23:20:00,"800 Block Eureka St Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,,,-79.9936930507924,40.4236220072255
2764,172654704,18028947,99,2018-02-14T05:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,,,-80.0165155590882,40.4565150486953
2765,172680563,18029491,0,2018-02-15T14:14:00,"1500 Block Cumberland St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9998 Overdose Other,2815,,,-80.0584890065524,40.4394805944602
2766,172702244,18029667,0,2018-02-15T19:20:00,"3000 Block Sacramento Ave Pittsburgh, PA 15204",Y,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2018,,,-80.0503857938975,40.4580497874487
2767,172724646,18030035,6,2018-02-16T07:30:00,"1200 Block Haslage Ave Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2620,,,-79.9928222382268,40.4626913707051
2768,172725224,18030014,18,2018-02-16T06:39:00,"100 Block Bausman St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance,3001,,,-79.9880513060165,40.4143789310839
2769,172728482,18030067,0,2018-02-16T07:50:00,"2800 Block Powell St Pittsburgh, PA 15204",N,Esplen,6,99,9999 9999 - (Misc. Incident): Vehicle damaged by fallen tree,2017,,,-80.046205928606,40.4580560133416
2770,-3123002085,18043875,6,2018-03-08T11:00:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",507,,,-79.9520097293664,40.4519454213877
2771,-3123002111,18043906,6,2018-03-07T14:30:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",507,,,-79.9520097293664,40.4519454213877
2772,174016446,18043984,99,2018-03-08T14:48:00,"5800 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,SUICIDE,9495 Suicide,706,,,-79.9272106187661,40.4500389658869
2773,174024702,18043853,10,2018-03-08T10:23:00,"400 Block Grant St Pittsburgh, PA 15219",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,,,-79.997549508676,40.4383926154353
2774,174033694,18044318,0,2018-03-09T02:36:00,"2600 Block Noblestown Rd Pittsburgh, PA ",N,Oakwood,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2812,,,-80.0630049140427,40.4264417362264
2775,174074500,18044562,3,2018-03-09T14:12:00,"Sandusky St S & Lacock St Pittsburgh, PA 15212",N,North Shore,1,ROBBERY,3701 Robbery.,2205,,,-80.0025581758817,40.4494868584493
2776,174076456,18044651,6,2018-03-09T16:39:00,"5800 Block Nicholson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1408,,,-79.9223062635171,40.4315825326239
2777,174077673,18044685,6,2018-03-09T16:30:00,"2300 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1408,,,-79.9234635180434,40.4305165434115
2778,174078953,18044611,0,2018-03-09T11:12:00,"1500 Block Overton Ln Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): phone call,1414,,,-79.9168974598941,40.4196818696884
2779,174082076,18044698,6,2018-03-09T17:44:00,"300 Block Cedar  Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2204,,,-80.0008438918365,40.4508927214405
2780,172823948,18031649,0,2018-02-17T14:10:00,"100 Block Moultrie St Pittsburgh, PA 15219",Y,West Oakland,4,99,9999 9999 - (Misc. Incident): ,402,,,-79.9741872128648,40.4380173022014
2781,172824788,18031644,27,2018-02-18T15:05:00,"Arlington Ave & P J Mc Ardle Rdwy Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1706,,,-79.9983605997765,40.4289902355767
2782,172826580,18031682,6,2018-02-18T15:00:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1115,,,-79.9212085205869,40.4628784926209
2783,172834127,18031821,5,2018-02-18T21:00:00,"100 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary.,3001,,,-79.9906449434436,40.4155529443986
2784,172836774,18031779,99,2018-02-18T18:55:00,"500 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1702,,,-79.9946107180423,40.4293257922315
2785,172837902,18031858,4,2018-02-18T22:31:00,"Hamilton Ave & Collier St Pittsburgh, PA 15208",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1303,,,-79.8929923451075,40.4535994824639
2786,172838237,18031863,10,2018-02-18T23:30:00,"5600 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1115,,,-79.9302749065095,40.4630119315126
2787,172838649,18031906,18,2018-02-19T01:35:00,"Brushton Ave & Hermitage St Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1301,,,-79.888607322328,40.4587068737937
2788,172843348,18029476,99,2018-02-15T13:50:00,"300 Block Knox Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,,,-79.9907667110183,40.4201791888329
2789,172846866,18032064,6,2018-02-17T09:30:00,"10 Block Cedricton St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,,,-79.991274241024,40.4052324328292
2790,172849820,18031596,27,2018-02-18T13:30:00,"Trade Way & Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,,,-79.9263970178524,40.4595453686774
2791,172850927,18030412,6,2018-02-16T17:45:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-80.0016204506435,40.4417729848127
2792,174086685,18044882,0,2018-03-09T23:22:00,"200 Block Sunnyland Ave Pittsburgh, PA 15227",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,-79.9829572422048,40.3825500985967
2793,174091820,18045090,11,2018-03-10T08:28:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2904,,,-79.9874066478534,40.3879339022488
2794,-2848119125,18045139,99,2018-03-10T10:53:00,"1200 Block Liverpool St Pittsburgh, PA 15233",N,East Allegheny,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2304,,,-80.022832777384,40.4557305011971
2795,174094182,18041886,10,2018-03-05T14:50:00,"400 Block Prospect St Pittsburgh, PA 15211",N,Mount Washington,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1914,,,-80.0804463797573,40.4469486618523
2796,174094683,18045191,99,2018-03-10T12:11:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,AIDED CASE,9497 Aided Case,305,,,-79.9838614765819,40.4382563933036
2797,-3190001332,18045228,6,2018-03-10T12:30:00,"Carnegie St & 52nd St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,1011,,,-79.953632839302,40.4798366272966
2798,174096231,18045202,99,2018-03-10T12:25:00,"300 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),507,,,-79.9507926506537,40.4522568558516
2799,-2799010122,18045235,14,2018-03-09T14:00:00,"200 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",708,,,-79.9254347429712,40.4585328370734
