id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
2940,iPhone Database Programming Exercises: SQLite,Norman McEntire,,47,Servin Corporation,2010,3,1
2941,Effective Databases For Text & Document Management,Shirley A. Becker,9781931777636,371,IRM Press,2000,1,1
2942,Fuzzy Preference Queries to Relational Databases,"Olivier Pivert,Patrick Bosc",9781848168695,330,Imperial College Press,2012,2,24
2943,The Nested Universal Relation Database Model,Mark Levene,9783540554936,177,Springer,1992,6,1
2944,Advances in Database Systems: Implementations and Applications,"Jan Paredaens,Lev Tenenbaum",9783211826140,377,Springer,1994,11,2
2945,Database-Driven Web Sites [With DVD],"Mike Morrison,Michael Morrison",9780619064488,828,Course Technology,2002,11,1
2946,SQL Short Course (Database Programming),Chris Fehily,9781937842338,270,Questing Vole Press,2014,9,8
2947,Database Practitioner's Guide to Useable Mathematics,Joe Celko,9781466567566,400,CRC Press,2016,2,15
2948,Cesmm3 Price Database 1999/2000,E.C. Harris,9780727727794,600,Thomas Telford,1999,1,1
2949,"Database Computers: Principles, Architectures, And Techniques",Stanley Su,9780070622951,511,McGraw-Hill Companies,1988,1,1
2950,Database: Ecdl - The European PC Standard,Bill McTaggart,9781852334468,118,Springer,2001,1,1
2951,Cold Fusion4: Web Database Programming,Gregorius Agung,9789799597618,141,Jubilee Solusi Enterprise,2000,,
2952,Distributed Multimedia Databases: Techniques and Applications,Timothy K. Shih,9781591400189,384,IGI Publishing,2001,7,1
2953,"Food Properties: Database 2.0, Windows",R. Paul Singh,9780849307652,12,CRC Press,1995,4,18
2954,Machine Learning and Knowledge Discovery in Databases,"José L. Balcázar,Francesco Bonchi,Aristides Gionis,Sebag Michle",9786613567109,648,Springer,2010,9,13
2955,Lectures on SQL and Relational Database Design,John W Starner,9781480191822,176,Createspace,2012,11,7
2956,Natural Medicines: Comprehensive Database 2013,Pharmacist's Letter,9780978820596,2323,Therapeutic Research Faculty,2012,5,1
2957,RMAN Recipes for Oracle Database 11g,Darl Kuhn,9781430203056,0,Apress L. P.,2007,8,30
2958,Db2 Universal Database Certification Guide,Dwaine Snow,9780130796615,,,,,
2959,Database systemen voor de praktijk,J.A. Vandenbulcke,,661,SDU Uitgevers,2005,,
2960,Database Systems and Applications: Mathematical Applications,V. Vasu,9781496086266,168,Createspace,2014,2,26
2961,Scaleable Object-Oriented Database Design,Peter M. Heinckiens,9780134903767,,Prentice Hall,,,
2962,C++ Database Applications with the Paradox Engine,"Thomas   Finn,Robert Signore",9780830643271,325,McGraw-Hill Companies,1993,8,1
2963,AS/400 Architecture and Application: The Database Machine,Jill T. Lawrence,9780894354342,300,QED Information Sciences,1992,11,15
2964,The Problem of Incomplete Information in Relational Databases,G. Grahne,9780387549194,156,Springer,1991,11,1
2965,Database And File Management Systems For The Microcomputer,Nelson T. Dinerstein,9780673180889,122,Pearson Scott Foresman,,,
2966,Database Decisions: Briefings On The Management Of Technology,Bart O'Brien,9780273602897,,Trans-Atlantic Publications,,,
2967,Your First Guide to Database Design,Andrew Comeau,,243,Andrew Comeau,2013,10,4
2968,Databases - Role and Structure: An Advanced Course,"P. M. Stocker,P. M. Stocker",9780521254304,406,Cambridge University Press,1984,7,26
2969,SAP Database Administration with IBM DB2,Andrae Faustmann,9781592294497,,Galileo Press,2013,3,1
2970,Concepts of Database Management Systems (Bca),Shefali Naik,9781322128542,259,Pearson India,2014,1,1
2971,Intelligent Multimedia Databases and Information Retrieval,"Li Yan,Zongmin Ma",9781613501276,,Information Science Reference,2011,9,30
2972,Physical Database Design Using Oracle,Burleson K.,9780203506233,264,Taylor & Francis Group,2004,6,1
2973,The Legal Protection of Databases: A Comparative Analysis,E. Derclaye,9781281779724,362,Edward Elgar Publishing,2008,11,14
2974,Unix (TM) Relational Database Management,Rod Manis,9780139386220,,Prentice Hall,1988,3,17
2975,"Database Systems: Concepts, Management, and Applications","Alden C. Lorents,Lorents, Alden / Morgan, James Lorents, Alden / Morgan, James",9780155000292,736,Dryden Press,1997,11,1
2976,Computing For Site Managers: Database Techniques,Robin Flowers,9780632039685,224,Wiley-Blackwell,1996,6,13
2977,Client/Server Databases: Enterprise Computing,"James      Martin,Joseph Leben",9780133051605,368,Prentice Hall,1995,7,7
2978,Algebraic Structures in Automata and Database Theory,B.I. Plotkin,9789810209360,296,World Scientific Publishing Company,1992,12,1
2979,"Relational Databases: Concepts, Design, and Administration",Kenmore S. Brathwaite,9780070072527,294,McGraw-Hill Companies,1991,6,1
2980,Contemporary Database Marketing: Concepts and Applications,"Lisa D. Spiller,Kurtis D. Ruf",9781933199443,360,Racom Communications,2013,8,30
2981,Managing Reference Data in Enterprise Databases,Malcolm Chisholm,9780080510941,387,Morgan Kaufmann Publishers,2000,8,1
2982,Visual Basic 4 Database How to,"Stuart Bloom,Don Kiely",9781878739940,835,Waite Group Press,1995,10,1
2983,Semantic Database Systems: A Functional Introduction,C.S. Prabhu,9780863113468,167,Vantage Press,1993,9,1
2984,Wie Data Management: Databases and Organizations,Richard T. Watson,9780471428510,,John Wiley & Sons,,,
2985,Image Databases And Multi Media Search,"Ramesh Jain,Arnoldus Wilhelmus Maria Smeulders,Arnold Smeulders",9789810233273,328,World Scientific Publishing Company,1998,1,23
2986,Learn Database Systems with Implementation and Examples,Imed Bouchrika,9781291688894,180,Lulu.com,2014,1,3
2987,Natural Medicines Comprehensive Database 2009,"Letter Pharmacist's,Letter Pharmacist's",9780978820558,2323,Therapeutic Research Faculty,2009,5,1
2988,A Practical Guide to Relational Database Design,"Peter Domanski,Philip Irvine",9780952604303,182,Domanski-Irvine Books,1995,8,
2989,Analysis and Comparison of Relational Database Systems,Patrick Valduriez,9780201199406,280,Addison Wesley Publishing Company,1988,9,1
2990,Beginning Oracle Database 11g Administration,William Barker,9781430206286,430,Apress,2013,10,27
2991,Query Processing for Advanced Database Systems,"Johann Christoph Freytag,David Maier,Gottfried Vossen",9780080515595,512,Morgan Kaufmann Publishers,1993,8,1
2992,Trends In Database Design And Customer Services,Wendy Schipper,9780942308273,,,,,
2993,Database Processing with Fourth Generation Languages,Gary W. Hansen,9780538106207,312,Thomson South-Western,1988,11,1
2994,Managing Time in Databases: A Comprehensive Approach,"Tom Johnston,Randall Weis",9780080963372,502,Morgan Kaufmann Publishers,2014,5,14
2995,Instant Oracle Database and Powershell How-To,Geoffrey Hudik,9781849688598,80,Packt Publishing,2013,1,25
2996,Oracle Database 10g DBA Handbook,"Kevin Loney,Bob Bryla",9780071770439,736,McGraw-Hill Education,2005,4,14
2997,The Complete Business Traveler's Guide,American Database Corporation,9780942651003,,American Database Corporation,,,
2998,Using Informix Data Blades,Database Consulting Group,9780789714183,,Que,1997,10,1
2999,No Special Skills,Ms. E's Database,,168,AuthorHouse,2011,11,9
3000,Collins Britain Compact Road Atlas 2009,Collins Bartholomew Digital Database,,278,Collins,,,
3001,The Software Catalog: Microcomputers & Minicomputers,International Software Database,9780444007759,,Elsevier Science & Technology,,,
3002,The Software Catalog: Science & Engineering,International Software Database,9780444010582,612,Elsevier Science & Technology,,,
3003,The Twelfth Virgin Film Guide,"""TV Guide Movie Database""",,964,Virgin Books,2004,9,9
3004,The Complete International Traveler's Guide,"American Database Corporation,William A. Benjamin",9780942651010,,American Database Corporation,,,
3005,"Proceedings: Pecora Thirteen: Human Interactions with the Environment: Perspectives from Space: [Proceedings], August 20-22, 1996, Ramkota Inn, Sioux Falls, South Dakota",Global Resource Information Database,9781570830556,,American Society for Photogrammetry & Remote Sensing,1998,1,1
3006,The Thirteenth Virgin Film Guide,"""TV Guide Movie Database""",,896,Virgin Books,2005,9,8
3007,Dir of CA Wholesalers and Service,Database Publishing Company,9781575410869,,Database Publishing Company,1999,1,1
3008,"PHP & MySQL: Your Visual Blueprint for Creating Dynamic, Database-Driven Web Sites",Janet Valade,9780470048399,307,Visual,2006,9,1
3009,"Oracle Database 11g Oracle Real Application Clusters Handbook, 2nd Edition (Oracle Press)",K. Gopalakrishnan,,544,McGraw-Hill Osborne Media,2011,8,10
3010,"Children's Literature: An Invitation to the World (with Children's Literature Database CD-ROM, Version 2.0)",Diana Mitchell,9780321049155,464,Allyn & Bacon,2002,11,8
3011,"Oracle Database 10g XML & SQL: Design, Build, & Manage XML Applications in Java, C, C++, & PL/SQL","Mark Scardina,Ben Chang,Jinyu Wang",9780072229523,572,McGraw-Hill/Osborne Media,2004,7,19
3012,Data Modeling for Mongodb: Building Well-Designed and Supportable Mongodb Databases,Steve Hoberman,9781935504702,211,"Technics Publications, LLC",2014,6,10
3013,The Best Boring Book Ever of Select Healthcare Classification Systems and Databases,"Katherine S. Rowell,Ann Cutrell",9780615909769,170,Healthdataviz,2013,11,19
3014,Ocp Oracle9i Database: Fundamentals I Exam Guide [With CD-ROM],"Jason Couchman,Sudheer Marisetti",9780072195408,561,McGraw-Hill/Osborne Media,2002,1,14
3015,Webrad: Building Database Applications on the Web with Visual FoxPro and Web Connection,"Harold Chattaway,Randy Pearson,Barbara Peisch",9781930919075,550,Hentzenwerke Publishing,2002,7,1
3016,"A Computational Model of Natural Language Communication: Interpretation, Inference, and Production in Database Semantics",Roland Hausser,9783540354765,365,Springer,2006,9,1
3017,ICDL 5.0 Module 5 Using Database Using Access 2007,CiA Training Ltd 2009,,140,CiA Training Ltd 2009,2009,,
3018,OCP Oracle9i Database: New Features for Administrators Exam Guide,Daniel Benjamin,9780072195309,432,Osborne/McGraw-Hill,2002,3,1
3019,Beginner Database Design & SQL Programming Using Microsoft SQL Server 2014,Kalman Toth,,608,,2014,4,30
3020,"The New Relational Database Dictionary: Terms, Concepts, and Examples",C.J. Date,9781491951736,450,O'Reilly Media,2015,12,31
3021,Learning PHP & MySQL: Step-By-Step Guide to Creating Database-Driven Web Sites,"Michele E. Davis,Jon A. Phillips",9780596550394,432,O'Reilly Media,2007,8,1
3022,The Kingfisher Facts and Records Book: The Ultimate Information Database,Kingfisher Publications,9780753452707,96,Kingfisher,2000,9,15
3023,Databases: From Relational to Object-Oriented Systems,"Claude Delobel,Christophe Decluse,Phillippe Richard",9781850321248,382,International Thomson Computer Press,1994,9,1
3024,Object Persistence: Beyond Object Oriented Databases,Roger Sessions,9780131924369,250,Prentice Hall PTR,1996,5,21
3025,Beginning Oracle SQL: For Oracle Database 12c,"Tim Gorman,Inger Jorgensen,Melanie Cafffrey",9781430265566,440,Apress,2014,3,10
3026,"High Performance Databases: Design, Development, and Deployment",Sanjiv Purba,9780849308826,812,CRC Press,2000,9,21
3027,Instructor's manual to accompany Database System Concepts,"Henry F. Korth,Abraham Silberschatz",9780070447554,162,McGraw-Hill,1991,6,1
3028,Oracle Database Xe 11gr2 Jump Start Guide,Asif Momen,9781849686747,146,Packt Publishing,2012,7,8
3029,"Modern Database Systems: The Object Model, Interoperability, And Beyond",Won Kim,9780201590982,705,Addison-Wesley Professional,1994,9,30
3030,Database Support for Workflow Management: The Wide Project,Paul Grefen,9780792384144,278,Springer,1999,3,31
3031,Building Internet Database Servers with CGI: With CDROM,"Jeff Rowe,Eit",9781562055738,450,New Riders Publishing,1996,1,1
3032,Tomes of Delphi WIN32 Database Developer's Guide,Warren Rachele,9781556226632,365,Wordware Publishing,1999,7,25
3033,Oracle on VMware: Expert Tips for Database Visualization,Bert Scalzo,9780979795145,232,Rampant Techpress,2008,9,1
3034,Building Intelligent Databases with Oracle PL/SQL [With Disk],Kevin T. Owens,9780137943142,544,Prentice Hall,1998,1,10
3035,Data Management and Query Processing in Semantic Web Databases,Sven Groppe,9783642193569,270,Springer,2011,5,6
3036,Winning Telco Customers Using Marketing Databases,Rob Mattison,9781580530361,344,Artech House Publishers,1999,1,1
3037,Database Design for Information Retrieval: A Conceptual Approach,Raya Fidel,9780471827863,232,Wiley,1987,11,24
3038,Relational Database Management: A Systems Programming Approach,W. Valder,9780137718665,555,Prentice Hall,1989,1,1
3039,Advances in Fuzzy Object-Oriented Databases: Modeling and Applications,Zongmin Ma,9781591403845,354,Idea Group Publishing,2004,11,30
3040,"Database Technologies: Concepts, Methodologies, Tools, And Applications",John   Erickson,9781605660585,2962,Information Science Reference,2009,2,28
3041,The Cold Fusion Web Database Construction Kit,"Ben Forta,Leon Chalnick,David Watts",9780789709707,786,Que,1997,2,1
3042,Content-Based Video Retrieval: A Database Perspective,"Milan Petkovic,Willem Jonker",9781402076176,151,Springer,2003,10,31
3043,4th Dimension: A Complete Guide to Database Development,Timothy Orr Knight,9780673381729,480,Pearson Scott Foresman,1988,9,28
3044,Data Models: A Semantic Approach for Database Systems,Sheldon A. Borkin,9780262021517,288,MIT Press (MA),1980,5,27
3045,Interactive Relational Database Design: A Logic Programming Implementation,"Tapan P. Bagchi,Vinay K. Chaudhri",9783540518815,194,Springer,1989,11,8
3046,"Ethnobotany In Madagascar: Overview, Action Plan, And Database","Mark J. Plotkin,Linda Sussman",9789996984761,,,,,
3047,"Database Design and Programming with Access, SQL and Visual Basic",John Carter,9780077095857,450,"McGraw-Hill Inc.,US",2000,4,1
3048,Building PDA Databases for Wireless and Mobile Development,"Robert Laberge,Srdjan Vujosevic",9780471216452,336,Wiley,2002,10,31
3049,"Informix Database Administrator's Survival Guide, the (Book/Disk)",Joe Lumbley,9780131243149,320,Prentice Hall PTR,1994,11,21
3050,Introduction to Relational Databases and SQL Programming [With 3 CDROMs],Christopher Allen,9780072229240,395,McGraw-Hill Companies,2003,11,27
3051,JDBC Developer's Resource: Database Programming on the Internet,Art Taylor,9780138423520,500,Prentice Hall,1997,4,1
3052,"Modeling Financial Markets: Using Visual Basic.Net and Databases to Create Pricing, Trading, and Risk Management Models [With CDROM]","Benjamin Van Vilet,Robert  Hendry,Benjamin Van Vilet",9780071417723,392,McGraw-Hill Companies,2004,1,21
3053,"Oracle Database 11g Oracle Real Application Clusters Handboooracle Database 11g Oracle Real Application Clusters Handbook, 2nd Edition K, 2nd Edition",K. Gopalakrishnan,9780071752619,576,McGraw-Hill/Osborne Media,2011,8,1
3054,"Database, Data Warehouse and Business Intelligence Questions and Answers",Suresh Basandra,,442,Basandra Books,2013,9,9
3055,Programming the Perl DBI: Database Programming with Perl,"Tim Bunce,Alligator Descartes",9781449315368,255,O'Reilly Media,2000,2,4
3056,"Relational Database Index Design and the Optimizers: DB2, Oracle, SQL Server, et al.",Tapio Lahdenmaki,9780471719991,310,Wiley-Interscience,2005,7,1
3057,"Database Design Using Entity-Relationship Diagrams, Second Edition (Foundations of Database Design)","Sikha Bagui,Sikha",,371,Auerbach Publication,2011,12,13
3058,Database Design in Plain English: A Simplified Guide for Anyone to Understand Database Concepts Using a Step-By-Step Approach,Joe Herzog,9781419670275,168,Booksurge Publishing,2007,11,25
3059,Creating Database-Backed Library Web Pages: Using Open Source Tools,Stephen R. Westman,9780838909102,268,American Library Association,2006,4,1
3060,Beginning Database-Driven Application Development in Java EE: Using GlassFish,Yuli Vasiliev,9781430209638,409,Apress,2008,9,1
3061,"Concurrent Systems: An Integrated Approach To Operating Systems, Database And Distributed Systems",Jean Bacon,9780201416770,602,Addison Wesley Publishing Company,1993,3,1
3062,Beginner Database Design & SQL Programming Using Microsoft SQL Server 2012,Kalman Toth,,556,,2012,9,1
3063,Database Archiving: How to Keep Lots of Data for a Very Long Time,Jack E. Olson,9780123747204,291,Morgan Kaufmann Publishers,2008,11,1
3064,MySQL: Your Visual Blueprint to Open Source Database Management [With CDROM],Michael Moncur,9780764516924,304,Visual,2002,10,23
3065,"Microsoft Visual Basic 2012 for Windows, Web, Office, and Database Applications: Comprehensive",Corinne Hoisington,9781285197975,984,Cengage Learning,2013,9,24
3066,MCSE Training Kit (Exam 70-229): Microsoft SQL Server(tm) 2000 Database Design and Implementation,"Microsoft Corporation,Microsoft Corporation",9780735612488,650,Microsoft Press,2001,5,25
3067,Blackstone's Police Operational Handbook 2014: Law,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson",,898,OUP Oxford,2013,8,29
3068,Children's Literature Database and Booklet,"Michael O. Tunnell,James S. Jacobs,Daniel L. Darigan",9780131199316,,Prentice Hall,2004,7,16
3069,"OCA/OCP Oracle Database 11g All-in-One Exam Guide with CD-ROM: Exams 1Z0-051, 1Z0-052, 1Z0-053 (Oracle Press)","John    Watson,Bob Bryla,Roopesh Ramklass",9780071629188,1050,McGraw-Hill Osborne Media,2009,8,17
3070,Beginning ASP.Net Databases Using VB.NET: Written and Tested or Final Relwase of Net V 1.0,"John Kauffman,Fabio Claudio Ferracchiati,Brian Matsik,Jesudas Chinnathampi",9780764543753,480,Wrox Press,2002,6,15
3071,Joe Celko's Complete Guide to NoSQL: What Every SQL Professional Needs to Know about Non-Relational Databases,Joe Celko,9780124071926,224,Morgan Kaufmann Publishers,2013,10,31
3072,RMAN Recipes for Oracle Database 12c: A Problem-Solution Approach,"Darl Kuhn,Sam Alapati,Arup Nanda",9781430248361,796,Apress,2013,7,18
3073,Oracle Database 12c Performance Tuning Recipes: A Problem-Solution Approach,"Sam Alapati,Darl Kuhn,Bill Padfield",9781430261872,636,Apress,2013,12,18
3074,ASP.Net Database Programming Weekend Crash Course [With CDROM with Assessment Software],Jason Butler,9780764548307,406,Wiley Publishing,2001,12,15
3075,"Oracle Database 12c: Install, Configure & Maintain Like a Professional","Ian Abramson,Michael Abbey,Michael Corey",9780071799348,472,McGraw-Hill Education,2013,10,14
3076,Seeing Data: Designing User Interfaces for Database Systems Using .Net,Rebecca M. Riordan,9780321205612,544,Addison-Wesley Professional,2004,7,26
3077,Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition),"Ramez Elmasri,Shamkant B. Navathe",9780132165907,1172,Addison-Wesley,2010,4,10
3078,Programming Microsoft Visual Basic .NET for Microsoft Access Databases,Rick Dobson,9780735618190,656,Microsoft Press,2003,1,16
3079,Understanding Rational Databases with Examples in SQL-92,Fabian Pascal,9780471585381,304,Wiley,1993,8,24
3080,"Spatial Database Systems: Design, Implementation and Project Management","Albert K.W. Yeung,G. Brent Hall",9781402053917,553,Springer,2007,1,11
3081,Murach's VB .Net Database Programming with ADO .Net,"Anne Price,Anne Prince",9781890774196,592,Mike Murach & Associates,2003,4,14
3082,Multimedia Databases: An Object-Relational Approach [With CDROM],Lynne Dunckley,9780201788990,464,Addison-Wesley Professional,2003,1,31
3083,Database Benchmarking: Practical Methods for Oracle & SQL Server,"Bert Scalzo,Kevin E. Kline,Claudia Fernandez,Mike Ault,Donald K. Burleson",9780977671533,200,Rampant Techpress,2007,4,1
3084,Microsoft Jet Database Engine Programmers Guide,"Dan Haught,Jim Ferguson,Microsoft Corporation",9781572313422,756,Microsoft Press,1997,1,1
3085,Oracle Database 11g RMAN Backup & Recovery,Sideris Courseware Corp,9780983044505,560,Sideris Courseware Corp.,2011,3,1
3086,Visual Basic 5 Database Developer's Guide,"Mark Swank,Mark Spenik",9781575212760,,Sams,1997,4,30
3087,Aplikasi Web Database dengan Dreamweaver MX,Stendy B. Sakur,,190,http://www.andipublisher.com/,2003,,
3088,Ranking Queries On Uncertain Data (Advances In Database Systems),"Ming Hua,Jian Pei",9781441993793,224,Springer,2011,4,12
3089,Database Management Systems: Designing and Building Business Applications,Gerald Post,9780072919196,424,Irwin/McGraw-Hill,2004,2,28
3090,Oracle Database 11g R2: SQL Tuning,Sideris Courseware Corp,9781936930029,566,Sideris Courseware Corp.,2011,4,1
3091,Kolaborasi SQL Dan ERD Dalam Implementasi Database,Yudi Priyadi,,130,Penerbit Andi,2014,,
3092,"Database Design, Application Development, and Administration, Fourth Edition",Michael V Mannino,9780615231044,724,Chicago Business Press,2008,11,3
3093,Teach Yourself Active Web Database Programming,"Alexander Stojanovic,Matt Warren,FLEET WARREN CHEN STOJANOVIC",9781575211398,53,Sams,1999,2,8
3094,Sql For Query Writers: Based On Oracle Database 11g,Adam S. Enos,9781449502805,296,Createspace,2009,10,2
3095,C++ Object Databases: Programming with the ODMG Standard,David   Jordan,9780201634884,480,Addison-Wesley Professional,1997,11,7
3096,Object-Oriented Database Systems: Concepts and Architectures,"Elisa Bertino,Lorenzo Martino",9780201624397,264,Addison Wesley Publishing Company,2000,11,1
3097,Database Developer's Guide with Visual C++ 4,"Peter Hipson,Roger Jennings",9780672309137,1000,Sams Publishing,1996,6,1
3098,"High Performance Oracle Database Applications, with CD-ROM",Donald K. Burleson,9781576101001,450,Coriolis Group Books,1996,12,1
3099,"Oracle Database Security, Audit and Control Features",IT Governance Institute,9781893209589,158,It Governance Institute,,,
3100,"Librarian's Guide to Online Searching: Cultivating Database Skills for Research and Instruction, 4th Edition",Suzanne S Bell,9781610699983,320,Libraries Unlimited,2015,2,3
3101,A Course in In-Memory Data Management: The Inner Mechanics of In-Memory Databases,Hasso Plattner,,300,Springer,2013,4,22
3102,A Manager's Guide to Database Technology: Building and Purchasing Better Applications,Michael R. Blaha,9780130304186,250,Prentice Hall,2000,10,13
3103,DB2 Universal Database V8.1 Certification Exam 703 Study Guide,Roger E. Sanders,9780131840492,499,Prentice Hall PTR,2004,5,25
3104,SQL Server CE Database Development with the .Net Compact Framework,Rob Tiffany,9781590591192,453,Apress,2003,9,26
3105,Applied Oracle Security: Developing Secure Database and Middleware Environments,David C. Knox,9780071613705,610,McGraw-Hill,2009,10,1
3106,Nearest Neighbor Search:: A Database Perspective,"Apostolos N. Papadopoulos,Yannis Manolopoulos",9781441935649,170,Springer,2010,12,6
3107,Distributed Multimedia Databases: Techniques and Applications,Timothy K. Shih,9781930708297,384,IGI Global,2001,7,1
3108,Semantic Mining Technologies for Multimedia Databases,"Dacheng Tao,Xu Dong,Xuelong Li",9781605661889,532,Information Science Publishing,2011,3,17
3109,Client/Server Database Design with Sybase,George W. Anderson,9780070016972,580,McGraw-Hill Companies,1996,12,23
3110,Database Design And Mangement (Applying Software),Nick Dowling,9780826453907,229,Continuum,2001,2,1
3111,Distributed and Parallel Database Object Management,"Elisa Bertino,Tamer Zsu",9781461361855,126,Springer,2012,10,3
3112,Relational Database Design with Microcomputer Applications,Glenn A. Jackson,9780137718412,207,Prentice Hall,1988,10,28
3113,Database Management Systems Lecture Notebook,Il-Yeol Song,9780072928525,,,,,
3114,"Database Design, Application Development and Administration",Michael V. Mannino,,,,,,
3115,"Spatial Databases: Technologies, Techniques and Trends","Yannis Manalopoulos,Apostolos N. Papadopoulos,Michael Gr Vassilakopoulos",9781591403876,360,Idea Group Publishing,2004,12,31
3116,SQL Success: Database Programming Proficiency,Stephane Faroult,9781909765016,,Roughsea Ltd,2013,7,29
3117,Database Programming with Visual Basic .Net,Carsten Thomsen,9781590590324,960,Apress,2002,10,15
3118,Readings in Object-Oriented Database Systems,Stanley B. Zdonik,9781558600003,640,Morgan Kaufmann Publishers,1989,9,15
3119,What Would You Do with a Database?,Susan Kralovansky,9781617836039,32,Super Sandcastle,2013,1,1
3120,Effective Database Design For Geoscience Professionals,David R. Hoffman,9780878148288,,Pennwell Books,2002,12,1
3121,Oracle Database Administration On Unix Systems,Lynnwood Brown,9780132446662,189,Prentice Hall PTR,,,
3122,Design and Use of Relational Databases in Chemistry,T.J. O'Donnell,9781420064421,229,CRC Press,2008,11,1
3123,Similarity Joins in Relational Database Systems,"Nikolaus Augsten,Michael H. Böhlen",9781627050289,126,Morgan & Claypool,2013,11,1
3124,Relational Database Index Design and the Optimizers,"Lahdenmaki Tapio,Leach Mike",9786610276615,330,John Wiley & Sons,2005,9,1
3125,How to Build Business-Wide Databases,John E. Gessford,9780471532279,432,Wiley,1991,8,19
3126,Machine Learning and Knowledge Discovery in Databases,"Walter Daelemans,Katharina Morik",9783540874782,692,Springer,2008,9,4
3127,Database Processing: Fundamental Design and Implement,Kroenke,9780130858191,0,Prentice Hall Professional Technical Reference,1999,8,28
3128,Selected Readings on Database Technologies and Applications,Terry Halpin,9781605660981,535,Information Science Publishing,2011,4,26
3129,"Database Design, Application Development, and Administration",Michael Mannino,9780983332428,792,Chicago Business Press,2014,1,31
3130,Query Processing for Advanced Database Systems,"Johann C. Freytag,Johann C. Freytag",9781558602717,512,Morgan Kaufmann Publishers,1993,8,15
3131,Semantic Web Services for Web Databases,Mourad Ouzzani,9781461416456,158,Springer,2011,10,23
3132,Physical Database Design Using Oracle,Donald K. Burleson,9780849318177,264,CRC Press,2004,7,27
3133,SQL and Other Important Database Topics,Thomas E. Meers,9780972919715,124,Gom Bizpress,2003,10,10
3134,Relational Database Systems: Analysis And Comparison,Joachim W. Schmidt,9783540120322,,Springer,1983,12,29
3135,Bitemporal Databases,"Canan Eren Atay,Abdullah Uz Tansel",9783639131871,176,VDM Verlag,2009,3,3
3136,Database Systems,CTI Reviews,9781490289854,47,Cram101,2016,8,21
3137,Introduction to Databases,Peter Revesz,9781849960953,743,Springerverlag London Limited,2010,1,1
3138,Intelligent Databases,Zongmin Ma,9781599041223,320,Idea Group Publishing,2007,2,16
3139,Objects and Databases,"Alan Dearle,Roberto V Zicari",9783642160936,176,Springer,2011,3,13
3140,The Database Dictionary,Ellen Thro,9780915391349,374,Microtrend Books,1990,1,1
3141,Solvent Database,George Wypych,9780815514633,0,Chemtec Publishing,2001,1,15
3142,Database Primer,Rose Deakin,9780452254923,127,Plume,1984,4,30
3143,ILL DATABASE,H BANNER,,46,Letts,1990,1,1
3144,Constraint Databases,"Gabriel Kuper,Leonid Libkin,Jan Paredaens",9783642085420,428,Springer,2010,12,1
3145,Database Machines,"H -O Leilich,M Missikoff",9783642694202,356,Springer My Copy UK,1983,9,1
3146,Database Engineering,"R. Katz,W. Kim,A. Hevner",9780818604881,303,IEEE Computer Society Press,1983,8,1
3147,Relational Databases,Chao-Chih Yang,9780137718580,269,Prentice Hall,1985,12,28
3148,The Engineering Database,Dimitris N. Chorafas,9780408022804,241,Butterworth-Heinemann,1988,1,1
3149,Advances in Databases,Alvaro A. Fernandes,9783642245770,,Springer Publishing Company,2011,1,1
3150,SQL & Databases,Vergie Logan,9781283504737,92,White Word Publications,2012,1,1
3151,Database: Enterprise,Mike Jackson,9783540316770,,Springer Verlag Berlin Heidelberg,2005,1,1
3152,Databases for Cardiology,"G T Meester,F Pinciroli",9789401137218,448,Springer My Copy UK,1991,2,28
3153,Database: A Bibliography,Yahiko Kambayashi,9780914894643,499,Computer Science Pr,1981,6,1
3154,Advances in Databases,"Carole Goble,John Keane",9783662201619,296,Springer,2014,1,15
3155,Database Easy,Kalman Toth,9781482593075,300,Createspace,2013,2,1
3156,Database Concepts,James A Bates,9780757506840,352,Kendall/Hunt Publishing Company,2003,12,30
3157,Databases for Cardiology,"Geert Ed. Meester,Geert Ed. Meester",9780792308867,418,Kluwer Academic Publishers,1991,2,28
3158,Database Engineering,H. Boral,9780818607585,334,IEEE Computer Society Press,1986,8,1
3159,Graph Databases,Dr. Jim Webber,,244,Shroff/O'Reilly,2013,8,7
3160,Genetic Databases,Martin Bishop,9780080532394,320,Academic Press,2014,5,14
3161,Engineering Databases,"K.R. Dittrich,José Luis Encarnação,W. Fischer",9783642615092,244,Springer My Copy UK,1990,5,7
3162,The Database Book,Mary E. S. Loomis,9780023717604,465,MacMillan Publishing Company,1986,10,
3163,Database of Education,Foundation Center,9780879548636,,Foundation Center,,,
3164,Database Transportation,Chelsea House Publishers,9780791065853,32,Chelsea House Publications,2005,9,
3165,Temporal Databases,"Richard Snodgrass,Christian Jensen",9781558604353,416,Morgan Kaufmann Publishers,,,
3166,Database Exercises,Kate Crossley,9781877292156,228,Software Publications,,,
3167,Database Concepts,"Xiuzhen Jenny Zhang,Jeffrey D. Ullman,Jennifer Widom",,282,Pearson,2011,,
3168,Biodiversity Databases,"Gordon Curry,Chris Humphries",9780415332934,,CRC Press,2005,1,1
3169,The Research Databases,Dr Maryam Fouladi,9781505913934,734,Createspace,2015,1,17
3170,Document Databases,Geoffrey James,9780442281854,184,Van Nostrand Reinhold Company,,,
