code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
FFF,2013B,547399,M,Ireland,Lower Than A Level,0-35,N,17.95,2430
FFF,2013B,547400,F,Ireland,Lower Than A Level,0-35,Y,0,1692
FFF,2013B,547400,F,Ireland,Lower Than A Level,0-35,Y,17.6,1692
FFF,2013B,547534,F,South Region,A Level or Equivalent,0-35,N,8,448
FFF,2013B,547581,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,6846
FFF,2013B,547581,M,Yorkshire Region,A Level or Equivalent,0-35,N,18.65,6846
FFF,2013B,547876,M,South Region,A Level or Equivalent,0-35,N,4.5,299
FFF,2013B,547884,M,South East Region,Lower Than A Level,0-35,N,0,878
FFF,2013B,547884,M,South East Region,Lower Than A Level,0-35,N,12.2,878
FFF,2013B,547953,M,Ireland,A Level or Equivalent,0-35,N,0,1747
FFF,2013B,547953,M,Ireland,A Level or Equivalent,0-35,N,16.25,1747
FFF,2013B,548057,F,North Region,A Level or Equivalent,0-35,N,0,2130
FFF,2013B,548057,F,North Region,A Level or Equivalent,0-35,N,14.2,2130
FFF,2013B,548087,F,South Region,A Level or Equivalent,0-35,N,0,5878
FFF,2013B,548087,F,South Region,A Level or Equivalent,0-35,N,13.95,5878
FFF,2013B,548095,M,Wales,A Level or Equivalent,0-35,N,0,3322
FFF,2013B,548095,M,Wales,A Level or Equivalent,0-35,N,16.9,3322
FFF,2013B,548099,F,East Anglian Region,A Level or Equivalent,35-55,N,0,5844
FFF,2013B,548099,F,East Anglian Region,A Level or Equivalent,35-55,N,14.45,5844
FFF,2013B,548180,M,Wales,Lower Than A Level,0-35,N,0,519
FFF,2013B,548180,M,Wales,Lower Than A Level,0-35,N,11.5,519
FFF,2013B,548219,F,East Anglian Region,A Level or Equivalent,0-35,Y,0,5501
FFF,2013B,548219,F,East Anglian Region,A Level or Equivalent,0-35,Y,16.3,5501
FFF,2013B,548312,M,South East Region,A Level or Equivalent,0-35,N,0,3999
FFF,2013B,548312,M,South East Region,A Level or Equivalent,0-35,N,17.75,3999
FFF,2013B,548352,M,East Anglian Region,A Level or Equivalent,0-35,N,0,4155
FFF,2013B,548352,M,East Anglian Region,A Level or Equivalent,0-35,N,18.45,4155
FFF,2013B,548415,M,East Midlands Region,A Level or Equivalent,35-55,Y,0,2801
FFF,2013B,548415,M,East Midlands Region,A Level or Equivalent,35-55,Y,12.5,2801
FFF,2013B,548459,F,Ireland,Lower Than A Level,0-35,N,0,7322
FFF,2013B,548459,F,Ireland,Lower Than A Level,0-35,N,16.5,7322
FFF,2013B,548521,F,East Midlands Region,Lower Than A Level,0-35,N,0,5207
FFF,2013B,548521,F,East Midlands Region,Lower Than A Level,0-35,N,17,5207
FFF,2013B,548547,F,Scotland,A Level or Equivalent,0-35,N,9.25,1092
FFF,2013B,548573,M,North Western Region,Lower Than A Level,0-35,N,0,2496
FFF,2013B,548573,M,North Western Region,Lower Than A Level,0-35,N,15.41666667,2496
FFF,2013B,548741,M,Yorkshire Region,A Level or Equivalent,0-35,N,4.75,180
FFF,2013B,548759,M,West Midlands Region,Lower Than A Level,0-35,N,0,8269
FFF,2013B,548759,M,West Midlands Region,Lower Than A Level,0-35,N,13.65,8269
FFF,2013B,548764,M,East Anglian Region,A Level or Equivalent,0-35,N,0,2376
FFF,2013B,548764,M,East Anglian Region,A Level or Equivalent,0-35,N,15.15,2376
FFF,2013B,548857,M,North Region,Lower Than A Level,0-35,N,0,3882
FFF,2013B,548857,M,North Region,Lower Than A Level,0-35,N,17.4,3882
FFF,2013B,548926,F,East Anglian Region,A Level or Equivalent,0-35,N,0,1488
FFF,2013B,548926,F,East Anglian Region,A Level or Equivalent,0-35,N,12.3,1488
FFF,2013B,548938,M,West Midlands Region,A Level or Equivalent,35-55,N,9.75,461
FFF,2013B,548948,M,North Region,A Level or Equivalent,0-35,N,11,523
FFF,2013B,548969,M,East Anglian Region,A Level or Equivalent,0-35,Y,9.25,623
FFF,2013B,549014,M,Wales,Lower Than A Level,0-35,Y,0,966
FFF,2013B,549014,M,Wales,Lower Than A Level,0-35,Y,11,966
FFF,2013B,549056,M,South Region,A Level or Equivalent,0-35,N,11.875,523
FFF,2013B,549065,M,Scotland,HE Qualification,0-35,N,0,9374
FFF,2013B,549065,M,Scotland,HE Qualification,0-35,N,16.15,9374
FFF,2013B,549093,F,Scotland,Lower Than A Level,0-35,N,7.5625,255
FFF,2013B,549149,M,South Region,Lower Than A Level,0-35,N,8,223
FFF,2013B,549239,M,West Midlands Region,A Level or Equivalent,0-35,N,0,4530
FFF,2013B,549239,M,West Midlands Region,A Level or Equivalent,0-35,N,18.45,4530
FFF,2013B,549311,M,East Anglian Region,A Level or Equivalent,0-35,N,6.625,119
FFF,2013B,549343,M,South Region,A Level or Equivalent,0-35,N,0,6163
FFF,2013B,549343,M,South Region,A Level or Equivalent,0-35,N,18,6163
FFF,2013B,549369,M,West Midlands Region,A Level or Equivalent,0-35,N,0,2659
FFF,2013B,549369,M,West Midlands Region,A Level or Equivalent,0-35,N,12.4,2659
FFF,2013B,549370,M,South East Region,Lower Than A Level,35-55,N,0,3630
FFF,2013B,549370,M,South East Region,Lower Than A Level,35-55,N,13.45,3630
FFF,2013B,549410,M,North Western Region,A Level or Equivalent,0-35,N,10.75,528
FFF,2013B,549420,M,South East Region,A Level or Equivalent,35-55,N,0,5907
FFF,2013B,549420,M,South East Region,A Level or Equivalent,35-55,N,18.65,5907
FFF,2013B,549504,M,West Midlands Region,Lower Than A Level,0-35,N,8.25,1012
FFF,2013B,549513,M,Wales,Lower Than A Level,0-35,N,0,1266
FFF,2013B,549513,M,Wales,Lower Than A Level,0-35,N,11.25,1266
FFF,2013B,549517,M,Wales,HE Qualification,0-35,N,0,5404
FFF,2013B,549517,M,Wales,HE Qualification,0-35,N,17.75,5404
FFF,2013B,549537,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,3072
FFF,2013B,549537,M,Yorkshire Region,A Level or Equivalent,0-35,N,15,3072
FFF,2013B,549596,M,East Midlands Region,A Level or Equivalent,35-55,N,0,2433
FFF,2013B,549596,M,East Midlands Region,A Level or Equivalent,35-55,N,16.1875,2433
FFF,2013B,549626,F,West Midlands Region,Lower Than A Level,0-35,N,0,4638
FFF,2013B,549626,F,West Midlands Region,Lower Than A Level,0-35,N,16.55,4638
FFF,2013B,549706,F,South Region,HE Qualification,0-35,N,0,2642
FFF,2013B,549706,F,South Region,HE Qualification,0-35,N,17.5625,2642
FFF,2013B,549751,M,Scotland,HE Qualification,35-55,N,0,2633
FFF,2013B,549751,M,Scotland,HE Qualification,35-55,N,11.5,2633
FFF,2013B,549790,M,East Anglian Region,A Level or Equivalent,0-35,N,0,4118
FFF,2013B,549790,M,East Anglian Region,A Level or Equivalent,0-35,N,16.75,4118
FFF,2013B,549792,M,East Anglian Region,HE Qualification,0-35,N,0,851
FFF,2013B,549792,M,East Anglian Region,HE Qualification,0-35,N,10.5,851
FFF,2013B,549825,M,East Midlands Region,A Level or Equivalent,0-35,N,0,1525
FFF,2013B,549825,M,East Midlands Region,A Level or Equivalent,0-35,N,8.8,1525
FFF,2013B,549898,M,North Region,Lower Than A Level,0-35,N,0,2660
FFF,2013B,549898,M,North Region,Lower Than A Level,0-35,N,15.45,2660
FFF,2013B,550024,M,London Region,Lower Than A Level,35-55,N,7.625,3199
FFF,2013B,550026,F,North Region,A Level or Equivalent,0-35,N,0,1307
FFF,2013B,550026,F,North Region,A Level or Equivalent,0-35,N,15.41666667,1307
FFF,2013B,550095,M,South East Region,Lower Than A Level,0-35,N,4.75,198
FFF,2013B,550123,M,West Midlands Region,Lower Than A Level,35-55,N,0,4122
FFF,2013B,550123,M,West Midlands Region,Lower Than A Level,35-55,N,16.45,4122
FFF,2013B,550246,M,South East Region,Lower Than A Level,35-55,N,9,399
FFF,2013B,550272,M,South Region,A Level or Equivalent,0-35,N,0,2611
FFF,2013B,550272,M,South Region,A Level or Equivalent,0-35,N,18,2611
FFF,2013B,550287,M,Scotland,A Level or Equivalent,0-35,N,0,3947
FFF,2013B,550287,M,Scotland,A Level or Equivalent,0-35,N,16.05,3947
FFF,2013B,550435,M,East Anglian Region,A Level or Equivalent,0-35,N,0,1866
FFF,2013B,550435,M,East Anglian Region,A Level or Equivalent,0-35,N,8.35,1866
FFF,2013B,550470,M,South Region,A Level or Equivalent,0-35,N,0,5348
FFF,2013B,550470,M,South Region,A Level or Equivalent,0-35,N,17.05,5348
FFF,2013B,550495,M,West Midlands Region,Lower Than A Level,35-55,N,0,5344
FFF,2013B,550495,M,West Midlands Region,Lower Than A Level,35-55,N,18.5,5344
FFF,2013B,550617,M,South West Region,A Level or Equivalent,0-35,Y,9.5,216
FFF,2013B,550651,M,London Region,Lower Than A Level,35-55,N,0,3192
FFF,2013B,550651,M,London Region,Lower Than A Level,35-55,N,15.8125,3192
FFF,2013B,550736,M,South Region,A Level or Equivalent,0-35,N,0,4783
FFF,2013B,550736,M,South Region,A Level or Equivalent,0-35,N,13.05,4783
FFF,2013B,550763,M,East Anglian Region,A Level or Equivalent,35-55,N,0,7193
FFF,2013B,550763,M,East Anglian Region,A Level or Equivalent,35-55,N,18.6,7193
FFF,2013B,550787,F,Ireland,A Level or Equivalent,0-35,N,0,4599
FFF,2013B,550787,F,Ireland,A Level or Equivalent,0-35,N,10.8,4599
FFF,2013B,550792,F,Scotland,Lower Than A Level,0-35,N,0,9265
FFF,2013B,550792,F,Scotland,Lower Than A Level,0-35,N,8.85,9265
FFF,2013B,550797,F,North Western Region,A Level or Equivalent,0-35,N,0,3947
FFF,2013B,550797,F,North Western Region,A Level or Equivalent,0-35,N,16.8125,3947
FFF,2013B,550802,M,North Region,Lower Than A Level,0-35,N,0,1877
FFF,2013B,550802,M,North Region,Lower Than A Level,0-35,N,15.25,1877
FFF,2013B,550813,M,North Region,A Level or Equivalent,35-55,N,0,1671
FFF,2013B,550813,M,North Region,A Level or Equivalent,35-55,N,15.35,1671
FFF,2013B,550853,M,West Midlands Region,Lower Than A Level,35-55,Y,0,5398
FFF,2013B,550853,M,West Midlands Region,Lower Than A Level,35-55,Y,16.3125,5398
FFF,2013B,550866,M,Wales,A Level or Equivalent,0-35,N,0,1240
FFF,2013B,550866,M,Wales,A Level or Equivalent,0-35,N,10.5,1240
FFF,2013B,550909,M,East Anglian Region,Lower Than A Level,0-35,N,10.75,1223
FFF,2013B,550933,M,North Western Region,A Level or Equivalent,35-55,N,0,3387
FFF,2013B,550933,M,North Western Region,A Level or Equivalent,35-55,N,17.6,3387
FFF,2013B,550961,M,London Region,A Level or Equivalent,0-35,N,12.1875,376
FFF,2013B,551027,M,London Region,Lower Than A Level,0-35,N,0,8008
FFF,2013B,551027,M,London Region,Lower Than A Level,0-35,N,18.15,8008
FFF,2013B,551052,M,South West Region,A Level or Equivalent,0-35,N,10.25,305
FFF,2013B,551058,M,South East Region,HE Qualification,0-35,N,0,5864
FFF,2013B,551058,M,South East Region,HE Qualification,0-35,N,13.25,5864
FFF,2013B,551061,M,Scotland,A Level or Equivalent,0-35,N,5.416666667,397
FFF,2013B,551142,M,South Region,Lower Than A Level,35-55,Y,0,1983
FFF,2013B,551142,M,South Region,Lower Than A Level,35-55,Y,7,1983
FFF,2013B,551212,M,South West Region,A Level or Equivalent,0-35,N,0,3640
FFF,2013B,551212,M,South West Region,A Level or Equivalent,0-35,N,17.8,3640
FFF,2013B,551258,M,North Western Region,A Level or Equivalent,0-35,N,0,2765
FFF,2013B,551258,M,North Western Region,A Level or Equivalent,0-35,N,17.05,2765
FFF,2013B,551287,M,North Region,A Level or Equivalent,0-35,N,9.5,306
FFF,2013B,551311,M,South Region,Lower Than A Level,0-35,N,0,2979
FFF,2013B,551311,M,South Region,Lower Than A Level,0-35,N,17.9,2979
FFF,2013B,551397,M,Ireland,A Level or Equivalent,0-35,N,0,6772
FFF,2013B,551397,M,Ireland,A Level or Equivalent,0-35,N,17.85,6772
FFF,2013B,551495,M,South West Region,Lower Than A Level,0-35,N,0,1738
FFF,2013B,551495,M,South West Region,Lower Than A Level,0-35,N,9.2,1738
FFF,2013B,551528,M,Yorkshire Region,Lower Than A Level,0-35,N,0,1938
FFF,2013B,551528,M,Yorkshire Region,Lower Than A Level,0-35,N,9.5,1938
FFF,2013B,551583,M,North Western Region,HE Qualification,0-35,N,0,3260
FFF,2013B,551583,M,North Western Region,HE Qualification,0-35,N,15.55,3260
FFF,2013B,551602,M,North Western Region,Lower Than A Level,0-35,N,0,2894
FFF,2013B,551602,M,North Western Region,Lower Than A Level,0-35,N,12.9,2894
FFF,2013B,551688,M,East Anglian Region,Lower Than A Level,0-35,N,0,1687
FFF,2013B,551688,M,East Anglian Region,Lower Than A Level,0-35,N,11.3,1687
FFF,2013B,551730,M,Wales,A Level or Equivalent,0-35,N,0,857
FFF,2013B,551730,M,Wales,A Level or Equivalent,0-35,N,6.75,857
FFF,2013B,551791,M,West Midlands Region,A Level or Equivalent,0-35,N,0,1940
FFF,2013B,551791,M,West Midlands Region,A Level or Equivalent,0-35,N,15.55,1940
FFF,2013B,551796,F,Wales,A Level or Equivalent,0-35,N,0,3430
FFF,2013B,551796,F,Wales,A Level or Equivalent,0-35,N,18.3,3430
FFF,2013B,551805,M,North Western Region,Lower Than A Level,0-35,N,0,1740
FFF,2013B,551805,M,North Western Region,Lower Than A Level,0-35,N,14.25,1740
FFF,2013B,552057,M,East Anglian Region,A Level or Equivalent,0-35,N,11.125,502
FFF,2013B,552142,M,West Midlands Region,A Level or Equivalent,0-35,N,0,1411
FFF,2013B,552142,M,West Midlands Region,A Level or Equivalent,0-35,N,10,1411
FFF,2013B,552284,M,East Anglian Region,A Level or Equivalent,0-35,N,0,138
FFF,2013B,552284,M,East Anglian Region,A Level or Equivalent,0-35,N,9.75,138
FFF,2013B,552320,M,Scotland,A Level or Equivalent,0-35,N,0,1406
FFF,2013B,552320,M,Scotland,A Level or Equivalent,0-35,N,12.75,1406
FFF,2013B,552374,M,South West Region,Lower Than A Level,0-35,Y,0,2495
FFF,2013B,552374,M,South West Region,Lower Than A Level,0-35,Y,15.7,2495
FFF,2013B,552395,M,Yorkshire Region,A Level or Equivalent,0-35,Y,0,2815
FFF,2013B,552395,M,Yorkshire Region,A Level or Equivalent,0-35,Y,16.55,2815
FFF,2013B,552450,M,London Region,Lower Than A Level,35-55,N,0,3692
FFF,2013B,552450,M,London Region,Lower Than A Level,35-55,N,10.65,3692
FFF,2013B,552491,F,London Region,Lower Than A Level,0-35,N,0,2764
FFF,2013B,552491,F,London Region,Lower Than A Level,0-35,N,16.3,2764
FFF,2013B,552560,M,South Region,HE Qualification,0-35,N,8.625,193
FFF,2013B,552567,M,London Region,A Level or Equivalent,0-35,N,0,655
FFF,2013B,552567,M,London Region,A Level or Equivalent,0-35,N,10.33333333,655
FFF,2013B,552580,M,South Region,Lower Than A Level,0-35,N,5.625,333
FFF,2013B,552648,M,North Western Region,Lower Than A Level,0-35,N,0,2812
FFF,2013B,552648,M,North Western Region,Lower Than A Level,0-35,N,15.3,2812
FFF,2013B,552708,M,London Region,A Level or Equivalent,0-35,N,0,4560
FFF,2013B,552708,M,London Region,A Level or Equivalent,0-35,N,18.15,4560
FFF,2013B,552721,M,South West Region,Lower Than A Level,0-35,N,0,2748
FFF,2013B,552721,M,South West Region,Lower Than A Level,0-35,N,17.75,2748
FFF,2013B,552740,F,London Region,A Level or Equivalent,0-35,N,5.875,490
FFF,2013B,552834,M,North Western Region,Lower Than A Level,0-35,N,11.875,1670
FFF,2013B,552987,M,South East Region,HE Qualification,35-55,N,0,4506
FFF,2013B,552987,M,South East Region,HE Qualification,35-55,N,16.55,4506
FFF,2013B,553017,M,Yorkshire Region,Lower Than A Level,35-55,N,0,2818
FFF,2013B,553017,M,Yorkshire Region,Lower Than A Level,35-55,N,14.85,2818
FFF,2013B,553100,M,East Midlands Region,Lower Than A Level,0-35,N,0,4346
FFF,2013B,553100,M,East Midlands Region,Lower Than A Level,0-35,N,18.2,4346
FFF,2013B,553104,M,Wales,Lower Than A Level,0-35,N,0,2349
FFF,2013B,553104,M,Wales,Lower Than A Level,0-35,N,13,2349
FFF,2013B,553155,M,South West Region,HE Qualification,35-55,N,0,2678
FFF,2013B,553155,M,South West Region,HE Qualification,35-55,N,17.35,2678
FFF,2013B,553220,M,South Region,A Level or Equivalent,35-55,N,0,4483
FFF,2013B,553220,M,South Region,A Level or Equivalent,35-55,N,18.1,4483
FFF,2013B,553262,M,North Western Region,A Level or Equivalent,0-35,N,0,15858
FFF,2013B,553262,M,North Western Region,A Level or Equivalent,0-35,N,17.9,15858
FFF,2013B,553325,M,Wales,Lower Than A Level,0-35,N,0,4256
FFF,2013B,553325,M,Wales,Lower Than A Level,0-35,N,12.45,4256
FFF,2013B,553404,M,East Anglian Region,Lower Than A Level,0-35,N,11.25,174
FFF,2013B,553425,M,East Anglian Region,A Level or Equivalent,35-55,N,0,1765
FFF,2013B,553425,M,East Anglian Region,A Level or Equivalent,35-55,N,15.5,1765
FFF,2013B,553500,M,West Midlands Region,A Level or Equivalent,0-35,N,0,3832
FFF,2013B,553500,M,West Midlands Region,A Level or Equivalent,0-35,N,15.75,3832
FFF,2013B,553528,F,London Region,Lower Than A Level,0-35,N,0,2405
FFF,2013B,553528,F,London Region,Lower Than A Level,0-35,N,9.6,2405
FFF,2013B,553649,M,North Region,A Level or Equivalent,0-35,N,0,3112
FFF,2013B,553649,M,North Region,A Level or Equivalent,0-35,N,18.15,3112
FFF,2013B,553655,F,East Midlands Region,A Level or Equivalent,0-35,N,0,2423
FFF,2013B,553655,F,East Midlands Region,A Level or Equivalent,0-35,N,14.95,2423
FFF,2013B,553727,M,East Midlands Region,Lower Than A Level,0-35,N,0,2021
FFF,2013B,553727,M,East Midlands Region,Lower Than A Level,0-35,N,15.75,2021
FFF,2013B,553781,F,Ireland,A Level or Equivalent,0-35,N,0,7026
FFF,2013B,553781,F,Ireland,A Level or Equivalent,0-35,N,15.05,7026
FFF,2013B,553813,M,West Midlands Region,Lower Than A Level,0-35,N,0,1955
FFF,2013B,553813,M,West Midlands Region,Lower Than A Level,0-35,N,15,1955
FFF,2013B,553831,F,South East Region,Lower Than A Level,0-35,N,0,3673
FFF,2013B,553831,F,South East Region,Lower Than A Level,0-35,N,16.8,3673
FFF,2013B,553834,F,East Midlands Region,Lower Than A Level,0-35,Y,9.625,1186
FFF,2013B,553841,M,Scotland,A Level or Equivalent,35-55,N,10.25,424
FFF,2013B,553878,M,North Western Region,Lower Than A Level,0-35,N,0,1978
FFF,2013B,553878,M,North Western Region,Lower Than A Level,0-35,N,16.65,1978
FFF,2013B,553963,M,North Region,Lower Than A Level,0-35,N,0,3314
FFF,2013B,553963,M,North Region,Lower Than A Level,0-35,N,13.1,3314
FFF,2013B,554038,M,South West Region,A Level or Equivalent,0-35,N,0,5512
FFF,2013B,554038,M,South West Region,A Level or Equivalent,0-35,N,14.25,5512
FFF,2013B,554044,M,East Anglian Region,A Level or Equivalent,0-35,N,0,3885
FFF,2013B,554044,M,East Anglian Region,A Level or Equivalent,0-35,N,17.4,3885
FFF,2013B,554045,M,Yorkshire Region,A Level or Equivalent,0-35,N,9,323
FFF,2013B,554166,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,1689
FFF,2013B,554166,M,Yorkshire Region,A Level or Equivalent,0-35,N,9.85,1689
FFF,2013B,554236,M,Scotland,HE Qualification,0-35,N,0,3008
FFF,2013B,554236,M,Scotland,HE Qualification,0-35,N,16.45,3008
FFF,2013B,554256,M,East Anglian Region,A Level or Equivalent,0-35,N,0,2549
FFF,2013B,554256,M,East Anglian Region,A Level or Equivalent,0-35,N,10.1,2549
FFF,2013B,554289,M,South Region,HE Qualification,0-35,N,0,3314
FFF,2013B,554289,M,South Region,HE Qualification,0-35,N,18.5,3314
FFF,2013B,554331,M,South Region,Lower Than A Level,35-55,N,0,7123
FFF,2013B,554331,M,South Region,Lower Than A Level,35-55,N,16.65,7123
FFF,2013B,554365,M,North Western Region,Lower Than A Level,0-35,N,0,810
FFF,2013B,554365,M,North Western Region,Lower Than A Level,0-35,N,9.75,810
FFF,2013B,554372,M,South West Region,Lower Than A Level,0-35,N,0,7110
FFF,2013B,554372,M,South West Region,Lower Than A Level,0-35,N,16.6,7110
FFF,2013B,554435,F,London Region,A Level or Equivalent,0-35,N,0,5293
FFF,2013B,554435,F,London Region,A Level or Equivalent,0-35,N,12.7,5293
FFF,2013B,554476,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,4029
FFF,2013B,554476,M,Yorkshire Region,A Level or Equivalent,0-35,N,16.45,4029
FFF,2013B,554558,M,Yorkshire Region,Lower Than A Level,0-35,N,0,7222
FFF,2013B,554558,M,Yorkshire Region,Lower Than A Level,0-35,N,19.05,7222
FFF,2013B,554592,M,South West Region,A Level or Equivalent,0-35,N,0,4911
FFF,2013B,554592,M,South West Region,A Level or Equivalent,0-35,N,17.1,4911
FFF,2013B,554620,M,London Region,A Level or Equivalent,0-35,Y,0,2302
FFF,2013B,554620,M,London Region,A Level or Equivalent,0-35,Y,17.05,2302
FFF,2013B,554664,M,North Region,Lower Than A Level,0-35,N,0,2619
FFF,2013B,554664,M,North Region,Lower Than A Level,0-35,N,16.1,2619
FFF,2013B,554748,M,South West Region,Lower Than A Level,0-35,Y,0,8209
FFF,2013B,554748,M,South West Region,Lower Than A Level,0-35,Y,18.4,8209
FFF,2013B,554761,M,Scotland,A Level or Equivalent,35-55,N,0,1782
FFF,2013B,554761,M,Scotland,A Level or Equivalent,35-55,N,17.6,1782
FFF,2013B,554813,M,South Region,A Level or Equivalent,0-35,N,0,5460
FFF,2013B,554813,M,South Region,A Level or Equivalent,0-35,N,16.85,5460
FFF,2013B,554852,M,Yorkshire Region,A Level or Equivalent,35-55,N,0,8277
FFF,2013B,554852,M,Yorkshire Region,A Level or Equivalent,35-55,N,15.65,8277
FFF,2013B,554908,M,North Western Region,A Level or Equivalent,35-55,N,0,4105
FFF,2013B,554908,M,North Western Region,A Level or Equivalent,35-55,N,17.95,4105
FFF,2013B,554919,M,Wales,A Level or Equivalent,0-35,Y,9.625,1770
FFF,2013B,554923,M,South East Region,A Level or Equivalent,0-35,N,0,1850
FFF,2013B,554923,M,South East Region,A Level or Equivalent,0-35,N,7.75,1850
FFF,2013B,554940,M,North Western Region,A Level or Equivalent,0-35,N,0,2870
FFF,2013B,554940,M,North Western Region,A Level or Equivalent,0-35,N,15.3,2870
FFF,2013B,555144,M,South West Region,Lower Than A Level,35-55,N,0,3984
FFF,2013B,555144,M,South West Region,Lower Than A Level,35-55,N,13.85,3984
FFF,2013B,555250,M,West Midlands Region,Lower Than A Level,0-35,N,0,2466
FFF,2013B,555250,M,West Midlands Region,Lower Than A Level,0-35,N,14.45,2466
FFF,2013B,555349,M,East Midlands Region,Lower Than A Level,0-35,N,0,1893
FFF,2013B,555349,M,East Midlands Region,Lower Than A Level,0-35,N,16.3,1893
FFF,2013B,555444,M,North Western Region,HE Qualification,0-35,N,0,3940
FFF,2013B,555444,M,North Western Region,HE Qualification,0-35,N,13.125,3940
FFF,2013B,555503,M,Scotland,HE Qualification,0-35,N,0,4532
FFF,2013B,555503,M,Scotland,HE Qualification,0-35,N,16.3,4532
FFF,2013B,555609,M,London Region,Lower Than A Level,35-55,N,8.25,427
FFF,2013B,555619,M,North Western Region,HE Qualification,0-35,N,7.5,1005
FFF,2013B,555709,M,London Region,No Formal quals,35-55,N,7.35,1114
FFF,2013B,555786,M,Wales,A Level or Equivalent,0-35,N,0,690
FFF,2013B,555786,M,Wales,A Level or Equivalent,0-35,N,11.125,690
FFF,2013B,556004,M,East Anglian Region,A Level or Equivalent,35-55,N,0,1812
FFF,2013B,556004,M,East Anglian Region,A Level or Equivalent,35-55,N,18.1,1812
FFF,2013B,556022,M,South West Region,A Level or Equivalent,0-35,N,0,5947
FFF,2013B,556022,M,South West Region,A Level or Equivalent,0-35,N,19.2,5947
FFF,2013B,556121,M,East Anglian Region,Lower Than A Level,35-55,N,7.25,1501
FFF,2013B,556126,M,London Region,A Level or Equivalent,35-55,Y,6.916666667,847
FFF,2013B,556133,M,West Midlands Region,A Level or Equivalent,0-35,N,0,4630
FFF,2013B,556133,M,West Midlands Region,A Level or Equivalent,0-35,N,17.65,4630
FFF,2013B,556153,M,South East Region,A Level or Equivalent,0-35,N,0,442
FFF,2013B,556153,M,South East Region,A Level or Equivalent,0-35,N,10.75,442
FFF,2013B,556210,M,Yorkshire Region,Lower Than A Level,0-35,N,0,6942
FFF,2013B,556210,M,Yorkshire Region,Lower Than A Level,0-35,N,16.8,6942
FFF,2013B,556251,M,North Western Region,A Level or Equivalent,0-35,N,0,2209
FFF,2013B,556251,M,North Western Region,A Level or Equivalent,0-35,N,16.4,2209
FFF,2013B,556302,M,Yorkshire Region,Lower Than A Level,0-35,N,0,4003
FFF,2013B,556302,M,Yorkshire Region,Lower Than A Level,0-35,N,14.6,4003
FFF,2013B,556351,F,West Midlands Region,Lower Than A Level,0-35,Y,0,2031
FFF,2013B,556351,F,West Midlands Region,Lower Than A Level,0-35,Y,4.875,2031
FFF,2013B,556391,M,East Midlands Region,Lower Than A Level,0-35,Y,0,2256
FFF,2013B,556391,M,East Midlands Region,Lower Than A Level,0-35,Y,12.2,2256
FFF,2013B,556404,M,South Region,A Level or Equivalent,35-55,N,0,1410
FFF,2013B,556404,M,South Region,A Level or Equivalent,35-55,N,11.25,1410
FFF,2013B,556408,M,South West Region,A Level or Equivalent,0-35,N,11,192
FFF,2013B,556429,M,West Midlands Region,Lower Than A Level,0-35,N,0,5899
FFF,2013B,556429,M,West Midlands Region,Lower Than A Level,0-35,N,14.5,5899
FFF,2013B,556440,M,Scotland,HE Qualification,35-55,Y,0,4866
FFF,2013B,556440,M,Scotland,HE Qualification,35-55,Y,13.55,4866
FFF,2013B,556492,M,South Region,A Level or Equivalent,0-35,N,0,1497
FFF,2013B,556492,M,South Region,A Level or Equivalent,0-35,N,4.5,1497
FFF,2013B,556498,M,North Western Region,Lower Than A Level,0-35,N,0,2370
FFF,2013B,556498,M,North Western Region,Lower Than A Level,0-35,N,15.85,2370
FFF,2013B,556540,M,South Region,Lower Than A Level,0-35,N,0,8103
FFF,2013B,556540,M,South Region,Lower Than A Level,0-35,N,16.05,8103
FFF,2013B,556542,M,North Region,A Level or Equivalent,0-35,Y,6.125,644
FFF,2013B,556567,F,East Anglian Region,A Level or Equivalent,0-35,N,0,2116
FFF,2013B,556567,F,East Anglian Region,A Level or Equivalent,0-35,N,13.5,2116
FFF,2013B,556659,M,East Anglian Region,Lower Than A Level,35-55,N,0,6825
FFF,2013B,556659,M,East Anglian Region,Lower Than A Level,35-55,N,15.2,6825
FFF,2013B,556783,F,East Anglian Region,HE Qualification,35-55,N,0,12143
FFF,2013B,556783,F,East Anglian Region,HE Qualification,35-55,N,19.2,12143
FFF,2013B,556880,M,South East Region,Lower Than A Level,0-35,N,9,1575
FFF,2013B,556911,M,London Region,A Level or Equivalent,0-35,Y,7.25,653
FFF,2013B,556924,F,London Region,A Level or Equivalent,0-35,N,0,5361
FFF,2013B,556924,F,London Region,A Level or Equivalent,0-35,N,16.55,5361
FFF,2013B,556931,M,Yorkshire Region,A Level or Equivalent,0-35,N,0,3356
FFF,2013B,556931,M,Yorkshire Region,A Level or Equivalent,0-35,N,12.15,3356
FFF,2013B,556945,F,East Anglian Region,HE Qualification,35-55,N,0,4920
FFF,2013B,556945,F,East Anglian Region,HE Qualification,35-55,N,15.9,4920
FFF,2013B,556970,M,South West Region,Lower Than A Level,0-35,N,10.5,499
FFF,2013B,557053,M,North Region,Lower Than A Level,35-55,N,0,6984
