id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
4572,Build Your Own Database / Edition 1,Peter Jacso,9780838907504,163,American Library Association,1999,2,28
4573,Database Systems for Management 1,Courtney-Paradice,9780801611803,544,"Mosby, Incorporated",1987,11,1
4574,Database Machines,"H. Boral,P. Faudemay",9780387513249,387,"Springer-Verlag New York, LLC",1989,7,1
4575,Aspect-Oriented Database Systems,Awais Rashid,9783642056697,176,Springer Berlin Heidelberg,2010,12,8
4576,Database Systems: Management and Design / Edition 3,"Philip J. Pratt,Joseph J. Adamski,Joseph J. Adamski",9780877091158,678,Cengage South-Western,1993,9,28
4577,The Linux Databases,"Fred Butzen,Dorothy Forbes",9781558284913,576,"Wiley, John & Sons, Incorporated",1997,3,1
4578,Database Management and Control,"Kenmore S.,Ph.D. Brathwaite",9780070072534,304,"McGraw-Hill Companies, The",1990,8,1
4579,MCITP Self-Paced Training Kit (Exam 70-444): Optimizing and Maintaining a Database Administration Solution Using Microsoft SQL Server 2005,"Orin Thomas,Ian McLean",9780735622548,800,Microsoft Press,2006,10,25
4580,Climate and Environmental Database Systems,"Michael Lautenschlager,Manfred Reinke",9781461368335,0,Springer US,2013,4,30
4581,"Distributed Databases, Cooperative Processing and Networking",Shaku Atre,9780071576734,256,McGraw-Hill Osborne,1992,6,1
4582,Modeling Information Quality Expectation in Unmanned Aerial Vehicle Swarm Sensor Databases,Patrick D. Baldwin,9781288398867,126,BiblioScholar,2012,12,4
4583,Creation and Governance of Human Genetic Research Databases,Organisation for Economic Co-operation and Development Staff,9789264028524,162,Organization for Economic Cooperation and Development,2006,10,30
4584,Everyman's Database Primer Featuring dBase IV Ver 1.1,"Robert A. Byers,Cary N. Prague",9780672228391,450,Sams,1991,5,1
4585,Recovery in Parallel Database Systems,Svein-Olaf Hvasshovd,9783528054113,302,"Informatica International, Incorporated",1999,6,20
4586,Fuzzy Preference Queries To Relational Databases,"Olivier Pivert,Patrick Bosc",9781848168695,330,Imperial College Press,2012,4,7
4587,"Advances in Spatial and Temporal Databases: 7th International Symposium, SSTD 2001, Redondo Beach, CA, USA, July 12-15, 2001 Proceedings","Christian S. Jensen,Markus Schneider,Bernhard Seeger,Vassilis J. Tsotras",9783540423010,2001,Springer Berlin Heidelberg,2001,8,24
4588,Database Concepts / Edition 1,David M. Kroenke,9780130086501,219,Pearson,2002,4,1
4589,Fast and Frugal Database Development for Low Budget Home Based Businesses,Igor Stukanov,2940150539921,0,AdvMathAppl,2014,8,28
4590,"SAS/Access Software for Relational Databases: Reference,Version 8 (DB2 under OS/390 Chapter)",SAS Institute Staff,9781580255394,48,SAS Institute Inc.,2000,3,8
4591,Database Modeling and Design: The Entity-Relationship Approach,Toby J. Teorey,9781558601345,267,Elsevier Science & Technology Books,1992,11,13
4592,"Principles of Direct & Database Marketing, 4th edition",Alan Tapp,9780273713029,552,Financial Times Management,2009,1,28
4593,Designing Database Applications with Objects and Rules: The IDEA Methodology / Edition 1,"Stefano Ceri,Piero Fraternali",9780201403695,600,Addison-Wesley,1997,6,30
4594,Expert Oracle Database Architecture,Thomas Kyte,9781430262992,824,Apress,2014,11,5
4595,"Microsoft Visual Basic 2010 for Windows Applications for Windows, Web, Office, and Database Applications: Complete / Edition 1","Gary B. Shelly,Corinne Hoisington",9780538468480,768,Cengage Learning,2010,8,30
4596,Plausibility Of Databases And The Relation To Imputation Methods,Heinrich Fritz,9783836459921,96,VDM Verlag Dr. Mueller Akt.ges.&Co.KG,2008,3,17
4597,Fund Database Systems,Ramez A. Elmasri,9780805317480,873,Benjamin-Cummings Publishing Company,1993,12,28
4598,Visual Basic 6 Database Programming,"John W. Fronckowiak,David J. Helda",9780764532542,1032,Wiley,1998,12,28
4599,Beginning ASP.NET 1.1 Databases: From Novice to Professional,"Dan Maharry,Damien Foggon,Julian Skinner",9781590593691,632,Apress,2004,8,3
4600,"Expert Oracle Database Architecture: Oracle Database 9i, 10g, and 11g Programming Techniques and Solutions",Thomas Kyte,9781430229476,832,Apress,2010,7,25
4601,Query Optimization in Parallel Database Systems,Sadat A.B.M. Rubaiyat Islam,9783639265620,64,OmniScriptum GmbH & Co. KG,2010,6,17
4602,"Object Orientation: Concepts, Languages, Databases, User Interfaces","Setrag Khoshafian,Razmik Abnous",9780471518013,448,Wiley,1990,7,28
4603,"Best of the Best Sellers Computer Diagnostics (computer confetti, computer data processing, computer data storage, computer database, computer dealer, computer display, computer engineering, computer error, computer expert )",Resounding Wind Publishing,2940150160897,0,Resounding Wind Publishing,2016,3,20
4604,Donating and Exploiting DNA: Social and Ethical Aspects of Public Participation in Genetic Databases / Edition 1,"Oonagh Corrigan,Richard Tutton",9780415316804,224,Taylor & Francis,2004,5,7
4605,"MFDBS 91: 3rd Symposium on Mathematical Fundamentals of Database and Knowledge Base Systems, Rostock, Germany, May 6-9, 1991 / Edition 1","Bernhard Thalheim,Janos Demetrovics,Hans-Detlef Gerhardt",9783540540090,1991,Springer Berlin Heidelberg,1991,5,20
4606,Murach's ADO. NET 4 Database Programming with VB 2010 / Edition 4,"Anne Boehm,Ged Mead",9781890774622,756,"Murach, Mike & Associates, Inc.",2011,3,28
4607,"From ""As Purchased"" to ""Edible Portion"": How to Analyze a Recipe Using a Nutrient Database",Dr. Sandra Frank,9780991341412,110,Dr. Sandra Frank,2014,5,2
4608,The SQL Server 7.0 Handbook: A Guide to Microsoft Database Computing,"Ken England,Nigel Stanley",9781555582012,464,Elsevier Science,1999,8,3
4609,Financial Restatement Database - Scholar's Choice Edition,United States Government Accountability,9781296015831,92,Scholar's Choice,2015,2,14
4610,"Enabling Real-Time Business Intelligence: 4th International Workshop, BIRTE 2010, Held at the 36th International Conference on Very Large Databases, VLDB 2010, Singapore, September 13, 2010, Revised Selected Papers","Malu Castellanos,Umeshwar Dayal,Volker Markl",9783642229695,2011,Springer Berlin Heidelberg,2012,1,24
4611,Microcomputer Database Management Using dBASE III PLUS,Phillip J. Pratt,9780878356843,464,"Course Technology, Inc.",1991,2,5
4612,"Modeling Financial Markets : Using Visual Basic.Net and Databases to Create Pricing, Trading, and Risk Management Models / Edition 1","Benjamin Van Vliet,Robert Hendry",9780071417723,304,"McGraw-Hill Companies, The",2004,1,21
4613,Relational Database Behavior: Utilizing Relational Discrete Event Systems and Models (Classic Reprint),Z. M. Kedem,9781332186266,22,FB &c Ltd,2015,8,4
4614,Database Management Systems,Patricia Ward,9781408007686,392,Cengage Learning,2008,1,28
4615,"New Design: ""L'Estetica Globale i database e l'ibridazione mediale""",Bianca Fasano,9786050357899,0,Bianca Fasano,2015,2,16
4616,Developing Multi-Database Mining Applications / Edition 1,"Animesh Adhikari,Pralhad Ramachandrarao,Witold Pedrycz",9781849960434,130,Springer London,2010,6,8
4617,Engineering Databases: Connecting Islands of Automation Through Databases,"Jose L. Encarnacao,Peter C. Lockemann",9783642648595,229,Springer Berlin Heidelberg,2012,7,31
4618,"Spatial and Temporal Databases: 13th International Symposium, SSTD 2013, Munich, Germany, August 21-23, 2013, Proceedings","Mario Nascimento,Timos Sellis,Reynold Cheng,Jorg Sander,Yu Zheng",9783642402340,2013,Springer Berlin Heidelberg,2013,8,28
4619,Instant ActiveX Web Database Programming,"Alex Homer,Steven Jakab",9781861000460,227,Apress,1996,12,2
4620,OCP Oracle9i Database: Fundamentals I Exam Guide,"Jason Couchman,Sudheer Marisetti",9780072195408,561,"McGraw-Hill Companies, The",2002,1,14
4621,Distributed Database Systems,Chhanda Ray,9788131770887,324,Pearson India,2009,6,29
4622,Oracle Database Transactions and Locking Revealed,Thomas Kyte,9781484207604,188,Apress,2014,11,14
4623,Principles of Database Query Processing for Advanced Applications / Edition 1,"Clement T. Yu,Weiyi Meng",9781558604346,512,Elsevier Science,1997,12,15
4624,Java Database Connectivity,Heinz Hille,9783941482302,96,Europ ischer Hochschulverlag GmbH & Co. KG,2009,7,7
4625,"Database and Expert Systems Applications: 25th International Conference, DEXA 2014, Munich, Germany, September 1-4, 2014. Proceedings, Part I","Hendrik Decker,Lenka Lhotska,Sebastian Link,Marcus Spies,Roland R. Wagner",9783319100722,2014,Springer International Publishing,2014,8,31
4626,IBM DB2 Database Interview Questions,Jim Stewart,9781933804354,144,Equity Press,2006,7,28
4627,11th International Workshop on Database and Expert Systems Applications 2000,,9780769506807,1194,IEEE Computer Society Press,2000,1,28
4628,Database Performance Tuning on AIX,Budi Darmawan,9780738427904,516,I B M,2003,1,28
4629,"Advances in Databases and Information Systems: 10th East European Conference, ADBIS 2006, Thessaloniki, Greece, September 3-7, 2006, Proceedings / Edition 1","Yannis Manolopoulos,Jaroslav Pokorn,Timos Sellis",9783540378990,2006,Springer Berlin Heidelberg,2006,10,5
4630,Semantic Models for Multimedia Database Searching and Browsing,"Shu-Ching Chen,R.L. Kashyap,Arif Ghafoor",9781475773644,0,Springer US,2013,12,31
4631,Advances in Fuzzy Object- Oriented Databases: Modeling and Applications,"Ma,Zongmin Ma",9781591403852,343,IGI Global,2004,11,28
4632,Beginning Oracle Database 11g Administration: From Novice to Professional,Ignatius Fernandez,9781590599686,464,Apress,2009,2,17
4633,Dba's Guide to Databases under Linux,"Syngress Media Inc,Paul C. Zikopoulos,David Egan",9781928994046,485,Syngress Publishing,2000,2,25
4634,"Database and Expert Systems Applications: 21st International Conference, DEXA 2010, Bilbao, Spain, August 30 - September 3, 2010, Proceedings, Part I","Pablo Garcia Bringas,Abdelkader Hameurlain,Gerald Quirchmayr",9783642153631,2010,Springer Berlin Heidelberg,2011,7,14
4635,"Object Orientation: Concepts, Analysis and Design, Languages, Databases, Graphical User Interfaces, Standards","Setrag Khoshafian,Razmik Abnous",9780471078340,528,Wiley,1995,11,28
4636,"Knowledge Discovery in Databases: PKDD 2006: 10th European Conference on Principles and Practice of Knowledge Discovery in Databases, Berlin, Germany, September 18-22, 2006, Proceedings / Edition 1","Johannes Furnkranz,Tobias Scheffer,Myra Spiliopoulou",9783540453741,2006,Springer Berlin Heidelberg,2006,10,19
4637,Best Book of: OS-2 Database Manager,Howard Fosdick,9780672484360,300,Sams,1989,3,10
4638,Belgian National Income during the Interwar Period: Reconstruction of the Database,"Stef Peeters,Martine Goossens,Erik Buyst",9789058673497,422,Leuven University Press,2005,1,1
4639,"Best of best sellers The Easiest Way To Ceate Articles Public Domain (site, Web page, database, forum, network, page, ground, home, location, scene)",Resounding Wind Publishing,2940150053533,0,Resounding Wind Publishing,2014,9,25
4640,Database: Principles Programming Performance,Patrick O'Neil,9781558602199,753,Elsevier Science & Technology Books,1994,6,28
4641,Transaction Management: Managing Complex Transactions and Sharing Distributed Databases,D. Chorafas,9781349404162,305,Palgrave Macmillan,1998,2,28
4642,Database Management: Principles and Products,"Charles J. Bontempo,Cynthia Maro Saracco",9780133801897,390,Prentice Hall Professional Technical Reference,1995,8,16
4643,Concurrency Control in Distributed Database Systems,"Wojciech Cellary,Erol Gelenbe,T. Morzy",9780444704092,350,Elsevier Science & Technology Books,1988,5,1
4644,"Advances in Databases and Information Systems: 13th East European Conference, ADBIS 2009, Riga, Latvia, September 7-10, 2009, Proceedings / Edition 1","Janis Grundspenkis,Tadeusz Morzy,Gottfried Vossen",9783642039720,2009,Springer Berlin Heidelberg,2009,8,28
4645,Database Systems Concepts / Edition 4,"Abraham Silberschatz,Henry F. Korth,S. Sudarshan,Henry F. Korth,S. Sudarshan",9780072283631,1088,McGraw-Hill Higher Education,2001,7,24
4646,Database for the Small Computer User,R. A. Elbra,9780850123289,150,International Publications Service,1982,1,28
4647,Java Database Programming,Brian Jepson,9780471165187,485,Wiley,1996,11,8
4648,Advances in Database Technology - EDBT '90,"Francois Bancilhon,D. Tsichritzis,C. Thanos",9780387522913,451,"Springer-Verlag New York, LLC",1990,3,28
4649,"Information Retrieval Design: Principles and Options for Information Description, Organization, Display, and Access in Information Retrieval Databases, Digital Libraries, Catalogs, and Indexes","James D. Anderson,Jose Perez-Carballo",9780976354703,630,"Ometeca Institute, Incorporated",2005,1,28
4650,Defensive Database Programming With Sql Server,Alex Kuznetsov,9781906434496,394,Red gate books,2010,5,31
4651,Inside the Database Object Model / Edition 1,Donald K. Burleson,9780849318078,240,Taylor & Francis,1998,6,25
4652,Science of Database Management,Paul Helman,9780256134384,598,McGraw-Hill Higher Education,1993,8,28
4653,Databases for the Study of Entrepreneurship / Edition 1,"Jermome A. Katz,Robert H. Brockhaus,Jerome A. Katz",9780762303250,496,Emerald Group Publishing,2000,12,20
4654,Oracle Database 10g New Features / Edition 1,"Robert Freeman,Jonathan Lewis",9780072229479,264,McGraw-Hill Professional Publishing,2004,3,25
4655,"Intelligent Information and Database Systems: Second International Conference, ACIIDS 2010, Hue City, Vietnam, March 24-26, 2010, Proceedings, Part I / Edition 1","Manh Thanh Le,Jerzy Swiatek,Ngoc Thanh Nguyen",9783642121449,2010,Springer Berlin Heidelberg,2010,3,5
4656,Programming Microsoft Visual Basic .NET for Microsoft Access Databases,Rick Dobson,9780735618190,656,Microsoft Press,2002,12,16
4657,Telemarketing: Mit Database Management und neuen Vertriebsstrukturen zum Erfolg,Dirk Bauer,9783322938701,147,Vieweg+Teubner Verlag,2012,6,28
4658,Database Programming Languages 2nd,"Richard Hull,David Stemple,Ron Morrison",9781558600720,442,Elsevier Science,1989,9,1
4659,Databases for Health Care,G. Wiederhold,9783540107095,0,Springer Berlin Heidelberg,1981,5,1
4660,Scientific and Statistical Database Management (Ssdbm 2000): 12th International Conference,"IEEE Computer Society Staff,H.-J. Lenz",9780769506869,150,IEEE Computer Society Press,2000,8,28
4661,Beginning VB 2005 Databases: From Novice to Professional,"Jacob Hammer Pedersen,Ranga Raghuram,Jon Reid,James Huddleston,Syed Fahad Gilani",9781590598108,491,Apress,2007,2,25
4662,"Modem U. S. A.: Low Cost and Free Online Sources for Information, the Internet, Databases, and BBSs, Via PC and Modem in 50 States and Washington, D.C.",Lynne Motley,9780963123367,401,Allium Press,1993,5,1
4663,SAT Math Database Book A,John Su,9781514610480,472,CreateSpace Publishing,2015,8,20
4664,"Database and Expert Systems Applications: 24th International Conference, DEXA 2013, Prague, Czech Republic, August 26-29, 2013. Proceedings, Part II","Hendrik Decker,Lenka Lhotska,Sebastian Link,Josef Basl,A Min Tjoa",9783642401725,2013,Springer Berlin Heidelberg,2013,8,8
4665,Object Persistence: Beyond Object Oriented Databases,Roger Sessions,9780131924369,250,Prentice Hall Professional Technical Reference,1996,5,21
4666,"Specialised Lexicography: Print and Digital, Specialised Dictionaries, Databases",Vida Jesensek,9783110333381,0,De Gruyter,2013,8,19
4667,"Machine Learning and Knowledge Discovery in Databases: European Conference, ECML PKDD 2010, Barcelona, Spain, September 20-24, 2010. Proceedings, Part I / Edition 1","Jose L. Balcazar,Francesco Bonchi,Aristides Gionis,Michele Sebag",9783642158797,2010,Springer Berlin Heidelberg,2010,10,4
4668,"Machine Learning and Knowledge Discovery in Databases: European Conference, ECML PKDD 2015, Porto, Portugal, September 7-11, 2015, Proceedings, Part I","Annalisa Appice,Pedro Pereira Rodrigues,Vitor Santos Costa,Carlos Soares,Joao Gama",9783319235271,0,Springer International Publishing,2015,9,12
4669,Spatial Data Types for Database Systems: Finite Resolution Geometry for Geographic Information Systems / Edition 1,Markus Schneider,9783540634546,1997,Springer Berlin Heidelberg,1997,9,19
4670,"Rules in Database Systems: Proceedings of the 1st International Workshop on Rules in Database Systems, Edinburgh, Scotland, 30 August-1 September 1993","Norman W. Paton,M.Howard Williams,British Computer Society Staff",9783540198468,418,Springer London,1994,3,22
4671,"Databases in Networked Information Systems: 10th International Workshop, DNIS 2015, Aizu, Japan, March 23-25, 2015, Proceedings","Wanming Chu,Shinji Kikuchi,Subhash Bhalla",9783319163123,2015,Springer International Publishing,2015,3,18
4672,Database Management Using Micrsoft Access,"John M. Preston,Robert Ferrett",9780697222831,128,Business & Educational Technologies,1993,11,28
4673,Advances in Knowledge Discovery in Databases,"Animesh Adhikari,Jhimli Adhikari",9783319132112,2015,Springer International Publishing,2015,2,14
4674,Semistructured Database Design / Edition 1,"Tok Wang Ling,Gill Dobbie",9781441936387,0,Springer US,2010,12,6
4675,Java Database Connectivity 32 Success Secrets - 32 Most Asked Questions On Java Database Connectivity - What You Need To Know,Jennifer Hewitt,9781488537899,32,Emereo Publishing,2014,3,11
4676,A First Course in Database Systems / Edition 2,"Jeffrey Ullman,Jennifer D. Widom",9780130353009,528,Prentice Hall,2001,10,28
4677,Intelligent Multimedia Databases,Dimitris N. Chorafas,9780130311887,361,Prentice Hall Professional Technical Reference,1994,4,28
4678,Database Benchmarking: Practical Methods for Oracle & SQL Server,"Bert Scalzo,Donald K. Burleson,Claudia Fernandez",9780977671533,200,Rampant Techpress,2007,4,1
4679,African Development Indicators 2005: From the World Bank Africa Database / Edition 2005,World Bank,9780821360781,436,World Bank Publications,2005,7,27
4680,Formulation of Database Model of Parametric Effects on Aluminum Alloy,Mate Dnyaneshwar Murlidhar,9783659749339,80,OmniScriptum GmbH & Co. KG,2015,7,17
4681,Database Marketing and Direct Mail,Robin Fairlie,9780749411701,192,"Kogan Page, Ltd.",1993,10,28
4682,"Database Dictionary: Eleven Data Base Dictionaries for Users, Designers, Programmers and Developers","Ellen Thro,Lance A. Leventhal",9780915391349,300,"Slawson Communications, Incorporated",1989,8,15
4683,Architecture Of A Database System,"Joseph M Hellerstein,Michael Stonebraker,James Hamilton",9781601980786,136,Now Publishers,2007,9,30
4684,"Visual and Multimedia Information Management: IFIP TC2/WG2.6 Sixth Working Conference on Visual Database Systems May 29-31, 2012 Brisbane, Australia","Xiaofang Zhou,Pearl Pu",9781475769357,0,Springer US,2013,12,31
4685,Modern Database Management / Edition 10,"Jeffrey A. Hoffer,Ramesh Venkataraman,Heikki Topi",9780136088394,624,Prentice Hall,2010,7,29
4686,Cooperative Intersection Collision Avoidance System for Violations (CICAS-V) - Database Structure,"Raman Sampath,Jonathan Koopmann,Wassim G. Najm",9781495241031,34,CreateSpace Publishing,2011,7,31
4687,Feminist Linguistics and Corpus Linguistics: A database of genderfair language use with non-human referents,Claudia Posch,9783656615910,0,GRIN Verlag GmbH,2014,1,1
4688,Business Processes: A Database Perspective,"Tavo Milo,Tova Milo",9781608459025,104,Morgan & Claypool Publishers,2012,7,19
4689,"Mcdba SQL Server 7 Database Design,Study Guide (Exam 70-29)","Syngress Media Inc.,Inc. Syngress Media",9780072120783,557,McGraw-Hill Professional,1999,5,28
4690,Implementing Database Security and Auditing,Ron Ben Natan,9780080470641,432,Elsevier Science,2005,4,18
4691,Cardinality Estimation Techniques in Relational Database Systems,Xiaohui Yu,9783639041880,132,VDM Verlag Dr. Mueller e.K.,2008,7,1
4692,"Best of the Best Sellers Is Database Marketing A Good Thing ( Thing, affinity, utensil, apparatus, undertaking, area, turn, artifact, trend, attire, transaction, aversion, tools, baggage)",Resounding Wind Publishing,2940149935086,0,Resounding Wind Publishing,2016,3,24
4693,"Databases in Historical Research: Theory, Methods, and Applications","Charles Harvey,Jon Press",9780312158880,349,Palgrave Macmillan,1996,1,8
4694,Access Control For Databases,"Elisa Bertino,Gabriel Ghinita,Ashish Kamra",9781601984166,166,Now Publishers,2011,1,19
4695,"Custom: Database Design &amp, Development Simplified for Health Management / Edition 1",Marselis,9781111033293,242,Cengage Learning7,2009,7,21
4696,"Machine Learning and Knowledge Discovery in Databases: European Conference, Antwerp, Belgium, September 15-19, 2008, Proceedings, Part I / Edition 1","Walter Daelemans,Katharina Morik",9783540874782,2008,Springer Berlin Heidelberg,2008,9,28
4697,Oracle Database 12c Quickstart,Michael Elliott,2940152510737,0,Michael Elliott,2015,12,7
4698,Oracle Database 10g PL/SQL Programming / Edition 1,"Scott Urman,Ron Hardman,Michael McLaughlin",9780072230666,896,McGraw-Hill Professional Publishing,2004,8,13
4699,Concurrency Control Problem for Database Systems,Marco Antonio Casanova,9780387108452,175,"Springer-Verlag New York, LLC",1981,8,28
4700,Regulation of Privacy and Data Protection in the Use of Electronic Health Information: An International Perspective and Reference Source on Regulatory and Legal Issues Related to Person-Identifiable Health Databases,Pan American Health Organization Staff,9789275123850,220,World Health Organization,2001,12,1
4701,Database Strategies: Using Informix XPS and DB2 Universal Database,Chuck Ballard,9780738493749,458,I B M,2005,1,28
4702,"Deductive and Object-Oriented Databases: Third International Conference, DOOD '93, Phoenix, Arizona, U. S. A., December 6-8, 1993: Proceedings","Stefano Ceri,Katsumi Tanaka",9780387575308,488,"Springer-Verlag New York, LLC",1993,12,1
4703,Web Database Construction Kit,"Gunnit S. Khurana,Balbir S. Khurana",9781571690326,688,Sams,1996,9,20
4704,Un database in .. 4 dialetti BASIC,Mario Curiello,9786050400175,0,Mario Curiello,2015,7,20
4705,OECD Stan Database for Industrial Analysis 1970/1997: 1998 Edition,OECD Staff,9789264058323,376,Organization for Economic Cooperation and Development,1999,3,28
4706,Databases and On-line Data in Astronomy,"M.A Albrecht,D Egret",9780792312475,0,"Springer-Verlag New York, LLC",1991,5,31
4707,"Cooperative Databases and Applications: Proceedings of the International Symposium on Cooperative Database Systems for Advanced Applications, Kyoto, Japan, 5-7 December 1996","Y. Kambayashi,Kazumasa Yokota",9789810231613,600,"World Scientific Publishing Company, Incorporated",1997,1,28
4708,Index Data Structures in Object-Oriented Databases / Edition 1,Thomas A. Mueck,9780792399711,1997,Springer US,1997,8,31
4709,"On Conceptual Modelling: Perspectives from Artificial Intelligence, Databases and Programming Languages","J. William Schmidt,John Mylopoulos",9780387908427,510,"Springer-Verlag New York, LLC",1986,1,28
4710,The Forest Inventory and Analysis Database: Database Description and Users Manual Verison 4.0 for Phase 2,United States Department of Agriculture,9781506140469,344,CreateSpace Publishing,2015,2,14
4711,"e-Study Guide for: Database Systems: Design, Implementation, and Management by Carlos Coronel, ISBN 9781111969608",Cram101 Textbook Reviews,9781478432395,65,Cram101,2013,1,1
4712,"Systems Development Methods for Databases, Enterprise Modeling, and Workflow Management",Wita Wojtkowski,9781461369134,496,Springer US,2013,4,30
4713,"Database Programming Languages (DBPL-5): Proceedings of the Fifth International Workshop on Database Programming Languages, Gubbio, Umbria, Italy, 6-8 September 1995","Paolo Atzeni,Val Tannen,British Computer Society Staff",9783540760863,12,Springer London,1996,8,28
4714,Distributed and Multi-Database Systems,Angelo R. Bobak,9780553091564,496,Random House Publishing Group,1993,2,1
4715,Creating Your Mysql Database,Marc Delisle,9781904811305,108,Packt Publishing,2006,11,25
4716,Distributed Multimedia Databases: Techniques and Applications,Zee,9781931777735,384,IGI Global,2003,4,28
4717,Carcinogenic Potency Database and President's Cancer Panel Conference on Avoidable Causes of Cancer,"Thomas J. Goehl,Michael P. Dieter",9780788144929,320,DIANE Publishing Company,1997,7,28
4718,Professional SQL Server 2000 Database Design,DAVIDSON,9781861004765,627,Apress,2001,3,1
4719,Intelligent Multimedia Databases and Information Retrieval: Advancing Applications and Technologies,"Zongmin Ma,Li Yan",9781613501269,336,IGI Global,2011,10,28
4720,"Innovations in Database Design, Web Applications, and Information Systems Management",Keng Siau,9781466620445,506,IGI Global,2012,9,30
4721,GCDB Handbook: Using the Geographic Coordinate Database as a Resource in a Geographic Information System,Rj Zimmer,9780988873711,92,Montana Technical Writing,2013,9,25
4722,Ayurmedbase. an Ayurvedic Medicinal Database for Traditional and Ayurvedic Medicinal Systems,"Kaladhar Dsvgk,M. a. Prasad,S. Sri Krishna Keerthi",9783656739654,48,GRIN Verlag GmbH,2014,9,25
4723,Multimodality Therapy for Gastric Cancer: Appendix: Database of the Cancer Institute Hospital / Edition 1,"Toshifusa Nakajima,Toshiharu Yamaguchi,T. Nakajima",9784431702559,272,Springer Japan,1999,8,13
4724,"Semantics in Databases: Second International Workshop, Dagstuhl Castle, Germany, January 7-12, 2001, Revised Papers","Leopoldo Bertossi,Gyula Katona,Klaus-Dieter Schewe,Bernhard Thalheim",9783540009573,2003,Springer Berlin Heidelberg,2003,7,29
4725,"Advances in Databases and Information Systems: Proceedings of the Second International Workshop on Advances in Databases and Information Systems (ADBIS'95), Moscow, 27-30 June 1995","Johann Eder,Leonid A. Kalinichenko",9783540760146,498,Springer London,1995,12,1
4726,"SAS/Access Software for Relational Databases: Reference,Version 8 (CA-Openingres Chapter)",SAS Institute Staff,9781580255356,32,SAS Publishing,2000,3,16
4727,Database Programming Languages,"Francois Bancilhon,Peter Buneman",9780201502572,448,Addison-Wesley,1990,1,1
4728,An Evaluation Of The Role Of Eia Database In Promoting Eia Practice,Jokha S. Suleiman,9783844393859,108,OmniScriptum GmbH & Co. KG,2011,5,25
4729,SQL and Relational Databases,"Soren Vang,Lance A. Leventhal",9780915391424,350,"Slawson Communications, Incorporated",1990,9,1
4730,Transactions on Large-Scale Data- and Knowledge-Centered Systems VI: Special Issue on Database- and Expert-Systems Applications,"Abdelkader Hameurlain,Josef Kung,Roland Wagner,Stephen W. Liddle,Klaus-Dieter Schewe",9783642341786,2012,Springer Berlin Heidelberg,2012,9,19
4731,"Managing Time in Relational Databases: How to Design, Update and Query Temporal Data","Tom Johnston,Randall Weis",9780123750419,512,Elsevier Science,2010,8,13
4732,Xml Databases and the Semantic Web,Bhavani Thuraisingham,9780849310317,336,Taylor & Francis,2002,3,27
4733,From CA to CAS online: Databases in Chemistry,"Hedda Schulz,M.R. Hinze,Ursula Georgy",9783642786655,311,Springer Berlin Heidelberg,2012,7,31
4734,"West Federal Taxation 2007: Comprehensive Edition (with RIA Checkpoint Online Database Access Card, Turbo Tax Business CD-ROM, and Turbo Tax Basic) / Edition 30","Eugene Willis,Raabe,Maloney,Hoffman,David M. Maloney",9780324313499,1368,Cengage Learning,2006,4,21
4735,Report of the FDA Retail Food Program Database of Foodborne Risk Factors,"Wallace Garthwright,Richard Barnes",9780756720575,59,DIANE Publishing Company,2002,4,1
4736,"Next Generation Databases: NoSQL, NewSQL, and Big Data",Guy Harrison,9781484213292,250,Apress,2015,12,14
4737,"Synthesis, Analysis, and Integration of Meteorological and Air Quality Data for the Gulf of Mexico Region: Volume II: Technical Reference Manual for the Gulf of Mexico Air Quality Database",U.S. Department of the Interior,9781505483956,62,CreateSpace Publishing,2015,1,2
4738,Instant Oracle Database and PowerShell How-to,Geoffrey Hudik,9781849688598,0,Packt Publishing Pvt. Ltd.,2013,1,25
4739,Multimedia Database Retrieval: Technology and Applications,"Ling Guan,Ning Zhang,Paisarn Muneesawang",9783319354149,350,"Springer-Verlag New York, LLC",2016,9,28
4740,Volume I: User?s Manual for the Gulf of Mexico Air Quality Database (Version 1.0),U.S. Department of the Interior,9781505552775,90,CreateSpace Publishing,2015,1,2
4741,Transactions on Large-Scale Data- and Knowledge-Centered Systems XVIII: Special Issue on Database- and Expert-Systems Applications,"Abdelkader Hameurlain,Josef Kung,Roland Wagner,Hendrik Decker,Lenka Lhotska",9783662464847,2015,Springer Berlin Heidelberg,2015,3,19
4742,Semantic Mining Technologies For Multimedia Databases,Dacheng Tao,9781605661889,552,IGI Global,2011,3,17
4743,"NIST Technical Note 1665: Database-Assisted Design of High-Rise Reinforced Concrete Structures for Wind: Concepts Software, and Application",U.S. Department of Commerce,9781496005069,90,CreateSpace Publishing,2014,3,4
4744,New Challenges for Intelligent Information and Database Systems,"Ngoc Thanh Nguyen,Bogdan Trawinski,Jason J. Jung",9783642267796,2011,Springer Berlin Heidelberg,2013,5,28
4745,Advanced Database Marketing: Innovative Methodologies and Applications for Managing Customer Relationships,Koen W De Bock,9781409473558,0,Ashgate Publishing Ltd,2013,7,28
4746,Fundamentals of Database Systems with CD / Edition 3,"Ramez A. Elmasri,Shamkant B. Navathe,Shamkant Navathe",9780321180957,0,Prentice Hall,2000,1,28
4747,Microsoft SQL Server 2000 Database Administrator's Guidebook,Carl H. Speshock,9780130614308,474,Prentice Hall,2001,10,16
